"","GENE","SCORE","FDR"
"98","ENSG00000005471.19",5.74058992584118,0.687
"99","ENSG00000005483.22",3.15641660646462,0.025
"100","ENSG00000005486.17",5.41572322549391,0.998
"101","ENSG00000005513.10",5.11460725023328,0.377
"102","ENSG00000005700.15",4.31750158274291,0.046
"103","ENSG00000005801.18",4.53141017834725,0.013
"104","ENSG00000005810.19",4.51895634966516,0.854
"105","ENSG00000005812.11",4.57732116726327,0.237
"106","ENSG00000005844.19",4.28511273689579,0.657
"107","ENSG00000005882.12",4.14182035183293,0.595
"108","ENSG00000005884.18",4.12503858436013,0.144
"109","ENSG00000005889.16",3.74493728442103,0.13
"110","ENSG00000005893.16",3.72855122170452,0.16
"111","ENSG00000005961.19",4.40414794649345,0.648
"112","ENSG00000005981.13",3.58427533872321,0.117
"113","ENSG00000006007.12",4.94296511547744,0.327
"114","ENSG00000006015.18",4.83856901090422,0.989
"115","ENSG00000006016.12",4.69963765080843,0.695
"116","ENSG00000006025.12",5.01961866511202,0.911
"117","ENSG00000006042.12",3.4092968948314,0.131
"118","ENSG00000006047.13",3.69372013897947,0.293
"119","ENSG00000006062.18",4.61365897804731,0.629
"120","ENSG00000006071.16",4.07561079500725,0.367
"121","ENSG00000006118.15",4.64272562311738,0.72
"122","ENSG00000006125.18",4.92823291448693,0.315
"123","ENSG00000006128.12",6.8,1.001
"124","ENSG00000006194.10",4.58524457619419,0.21
"125","ENSG00000006210.7",5.26603904255157,0.33
"126","ENSG00000006282.21",4.49652201543672,0.49
"127","ENSG00000006283.18",3.57820582984936,0.074
"128","ENSG00000006327.14",4.54543054529095,0.76
"129","ENSG00000006377.11",3.72016744851149,0.174
"130","ENSG00000006432.16",3.28348497114332,0.188
"131","ENSG00000006451.8",4.63191469584041,0.199
"132","ENSG00000006453.14",4.80978428644752,0.526
"133","ENSG00000006459.11",3.80601056338715,0.288
"134","ENSG00000006468.14",3.03469354998149,0.137
"135","ENSG00000006530.18",4.73973113230626,0.702
"136","ENSG00000006534.17",5.07386994720687,0.84
"137","ENSG00000006555.11",4.64651339621017,0.278
"138","ENSG00000006576.16",4.71648618136795,0.952
"139","ENSG00000006606.9",4.29619797106188,0.065
"140","ENSG00000006607.14",4.06128240796563,0.363
"141","ENSG00000006611.17",4.6272366738031,0.848
"142","ENSG00000006625.18",4.9695467907815,0.981
"143","ENSG00000006634.8",3.16161422984921,0.005
"144","ENSG00000006638.13",3.19033885749512,0.049
"145","ENSG00000006652.15",3.77915216305932,0.042
"146","ENSG00000006695.12",5.03262398404938,0.708
"147","ENSG00000006704.11",3.99928175736963,0.164
"148","ENSG00000006712.15",4.9452623860772,0.558
"149","ENSG00000006715.16",4.79643779404669,0.962
"150","ENSG00000006740.18",5.0913161660293,0.949
"151","ENSG00000006744.19",5.34964581304643,0.521
"152","ENSG00000006747.15",3.91796029966952,0.603
"153","ENSG00000006756.16",5.0180904667739,0.909
"154","ENSG00000006757.12",4.73350421146988,0.839
"155","ENSG00000006788.14",5.37734169297821,0.314
"156","ENSG00000006831.10",4.65089300121468,0.116
"157","ENSG00000006837.12",3.84254579590605,0.481
"158","ENSG00000007038.11",4.74996252111019,0.34
"159","ENSG00000007047.16",3.36068622976248,0.24
"160","ENSG00000007062.12",5.25434768735578,0.538
"161","ENSG00000007080.11",4.96728396194958,0.98
"162","ENSG00000007129.18",6.177069786651,0.677
"163","ENSG00000007168.14",5.00728593044434,0.164
"164","ENSG00000007171.18",7.39867365581113,0.899
"165","ENSG00000007174.18",3.31520982246014,0.08
"166","ENSG00000007202.15",5.02424587365836,0.51
"167","ENSG00000007216.16",4.31487375441661,0.224
"168","ENSG00000007237.19",4.88661570259568,0.832
"169","ENSG00000007255.10",5.07528334184884,0.741
"170","ENSG00000007264.15",3.98476284061135,0.418
"171","ENSG00000007306.15",5.4,0.124
"172","ENSG00000007312.13",4.09444138833274,0.409
"173","ENSG00000007314.12",5.30531259011805,0.968
"174","ENSG00000007341.19",4.76044636399441,0.95
"175","ENSG00000007350.17",5.0068223996026,0.449
"176","ENSG00000007372.25",3.80459777529991,0.366
"177","ENSG00000007376.8",4.73273656588679,0.948
"178","ENSG00000007384.15",4.45718423950214,0.735
"179","ENSG00000007392.17",5.06167951217076,0.949
"180","ENSG00000007402.12",6.3664010051157,0.917
"181","ENSG00000007516.14",4.81176637402015,0.891
"182","ENSG00000007520.4",4.7009097983826,0.851
"183","ENSG00000007541.17",5.56542197646461,0.99
"184","ENSG00000007545.16",3.31277522812769,0.038
"185","ENSG00000007908.16",4.84031553564025,0.076
"186","ENSG00000007923.17",4.67951389721433,0.136
"187","ENSG00000007933.13",4.02950786331824,0.333
"188","ENSG00000007944.15",4.64375821547789,0.931
"189","ENSG00000007952.18",3.7019408762094,0.445
"190","ENSG00000007968.7",6.16355929437821,0.988
"191","ENSG00000008018.9",5.06954823907798,0.898
"192","ENSG00000008056.14",3.42974790813625,0.236
"193","ENSG00000008083.14",3.17212840121113,0.01
"194","ENSG00000008086.13",4.86692219469443,0.946
"195","ENSG00000008118.10",5.3582619765584,0.417
"196","ENSG00000008128.23",4.39564242132288,0.044
"197","ENSG00000008130.15",4.86832008058758,0.417
"198","ENSG00000008226.20",6.99101266074069,1.001
"199","ENSG00000008256.16",4.08514216354479,0.215
"200","ENSG00000008277.15",4.96397330866776,0.943
"201","ENSG00000008282.9",2.79875685973836,0.008
"202","ENSG00000008283.16",4.44028041550594,0.619
"203","ENSG00000008294.22",3.75419541175709,0.012
"204","ENSG00000008300.17",4.41202135997907,0.311
"205","ENSG00000008311.16",3.21372541651304,0.195
"206","ENSG00000008323.16",2.68599911951381,0.01
"207","ENSG00000008324.12",4.27694254073481,0.741
"208","ENSG00000008382.16",4.94081820908777,0.724
"209","ENSG00000008394.13",4.55197995288432,0.187
"210","ENSG00000008405.12",4.52358435633922,0.515
"211","ENSG00000008438.5",4.43017690442723,0.621
"212","ENSG00000008441.19",4.13764853129663,0.064
"213","ENSG00000008513.16",4.70767779250286,0.483
"214","ENSG00000008516.18",4.67563447753147,0.757
"215","ENSG00000008517.19",4.45746779395089,0.513
"216","ENSG00000008710.20",3.666116769427,0.007
"217","ENSG00000008735.14",3.17567005181686,0.064
"218","ENSG00000008838.21",4.43208725393499,0.348
"219","ENSG00000008853.18",5.02196857997761,0.838
"220","ENSG00000008869.12",5.16170837448907,0.78
"221","ENSG00000008952.17",4.15457105901104,0.07
"222","ENSG00000008988.11",4.8234498819054,0.288
"223","ENSG00000009307.17",4.62759578334954,0.27
"224","ENSG00000009335.18",4.59262775517115,0.105
"225","ENSG00000009413.16",4.50696871078779,0.675
"226","ENSG00000009694.13",3.49186173643374,0.098
"227","ENSG00000009709.12",6.519282239084,0.938
"228","ENSG00000009724.17",4.3660937431754,0.367
"229","ENSG00000009765.15",4.99596442090246,0.354
"230","ENSG00000009780.16",4.78609985823559,0.609
"231","ENSG00000009790.15",3.06608891475694,0.011
"232","ENSG00000009830.13",3.94604295193956,0.079
"233","ENSG00000009844.16",4.62881155765216,0.17
"234","ENSG00000009950.16",4.4429875468572,0.524
"235","ENSG00000009954.11",4.32246554640342,0.252
"236","ENSG00000010017.13",4.75541297089094,0.567
"237","ENSG00000010030.14",4.33440286387271,0.152
"238","ENSG00000010072.16",4.57499619634503,0.353
"239","ENSG00000010165.20",4.46710449661546,0.11
"240","ENSG00000010219.14",5.08055642993763,0.99
"241","ENSG00000010244.19",4.53848316128104,0.291
"242","ENSG00000010256.11",5.32812047650952,0.997
"243","ENSG00000010270.14",3.32235077254513,0.031
"244","ENSG00000010278.15",4.02222166796929,0.124
"245","ENSG00000010282.15",5.76363929136149,0.542
"246","ENSG00000010292.13",1.62731170979227,0.001
"247","ENSG00000010295.20",3.61709371901005,0.293
"248","ENSG00000010310.9",3.82832025785284,0.399
"249","ENSG00000010318.22",4.30516440360688,0.628
"250","ENSG00000010319.7",4.40209382167589,0.368
"251","ENSG00000010322.16",4.94770321714335,0.566
"252","ENSG00000010327.10",5.59527935212146,0.89
"253","ENSG00000010361.14",5.25544134672151,0.972
"254","ENSG00000010379.16",3.52144696534433,0.267
"255","ENSG00000010404.18",4.28984006781704,0.465
"256","ENSG00000010438.17",5.94440430376256,0.488
"257","ENSG00000010539.12",4.5167799072621,0.283
"258","ENSG00000010610.10",3.37053004400673,0.155
"259","ENSG00000010626.15",3.92311379743756,0.333
"260","ENSG00000010671.17",4.73820771666945,0.381
"261","ENSG00000010704.19",3.98992295918463,0.637
"262","ENSG00000010803.16",4.50240837610127,0.872
"263","ENSG00000010810.17",4.56586361659389,0.406
"264","ENSG00000010818.10",4.39513616737519,0.597
"265","ENSG00000010932.17",6.81894775208599,1.001
"266","ENSG00000011007.13",3.10076189297246,0.083
"267","ENSG00000011009.11",4.17214111483084,0.622
"268","ENSG00000011021.23",4.12731571182192,0.504
"269","ENSG00000011028.14",4.96210368037519,0.975
"270","ENSG00000011052.21",4.47305263914994,0.525
"271","ENSG00000011083.9",6.72506339914938,1
"272","ENSG00000011105.14",4.89712408438586,0.861
"273","ENSG00000011114.15",4.78692581376758,0.093
"274","ENSG00000011132.12",4.71457711873253,0.605
"275","ENSG00000011143.19",4.1035950455923,0.586
"276","ENSG00000011198.10",5.22236820401226,0.976
"277","ENSG00000011201.12",4.28774898204214,0.566
"278","ENSG00000011243.19",4.0174556318659,0.101
"279","ENSG00000011258.16",3.20618442887637,0.001
"280","ENSG00000011260.14",4.75558848551053,0.34
"281","ENSG00000011275.19",4.49271996090286,0.151
"282","ENSG00000011295.16",4.85051486670778,0.207
"283","ENSG00000011304.22",4.36133650968629,0.508
"284","ENSG00000011332.22",5.28859460383829,0.977
"285","ENSG00000011347.10",4.33061507078743,0.543
"286","ENSG00000011376.12",4.15480579171135,0.354
"287","ENSG00000011405.14",4.13627669006108,0.019
"288","ENSG00000011422.12",4.06924487565562,0.264
"289","ENSG00000011426.11",1.65750815283494,0.001
"290","ENSG00000011451.21",4.25604562586806,0.78
"291","ENSG00000011454.18",3.9721871158802,0.247
"292","ENSG00000011465.18",4.03338685889322,0.289
"293","ENSG00000011478.13",5.15517475052431,0.981
"294","ENSG00000011485.15",4.43036861258879,0.813
"295","ENSG00000011523.14",4.39016256806437,0.384
"296","ENSG00000011566.15",4.3006090969985,0.055
"297","ENSG00000011590.14",4.70684405843744,0.675
"298","ENSG00000011600.12",5.31205571780876,0.319
"299","ENSG00000011638.11",4.83672776339841,0.882
"300","ENSG00000011677.13",4.6157780925109,0.808
"301","ENSG00000012048.23",5.32374720070875,0.993
"302","ENSG00000012061.16",4.83191207078708,0.126
"303","ENSG00000012124.17",4.39275822642976,0.323
"304","ENSG00000012171.20",4.85408369475944,0.881
"305","ENSG00000012174.12",4.16216245904892,0.099
"306","ENSG00000012211.13",3.76409259186557,0.031
"307","ENSG00000012223.13",5.66635797243063,0.737
"308","ENSG00000012232.9",4.07861800744625,0.547
"309","ENSG00000012504.15",6.41582072454055,0.77
"310","ENSG00000012660.14",4.51265526488305,0.097
"311","ENSG00000012779.12",5.4133027831752,0.362
"312","ENSG00000012822.16",3.90982205550153,0.456
"313","ENSG00000012963.15",5.50915587199687,0.994
"314","ENSG00000012983.12",3.30674740741502,0.043
"315","ENSG00000013016.16",4.15379476225618,0.046
"316","ENSG00000013275.8",4.48082319881197,0.664
"317","ENSG00000013288.9",3.67905483023927,0.526
"318","ENSG00000013293.6",4.90259330819178,0.967
"319","ENSG00000013297.12",4.32449614464296,0.304
"320","ENSG00000013306.16",5.04951108970763,0.671
"321","ENSG00000013364.19",4.82974373510039,0.684
"322","ENSG00000013374.17",4.51534921871632,0.486
"323","ENSG00000013375.16",5.07165441943588,0.975
"324","ENSG00000013392.8",4.78819191248086,0.981
"325","ENSG00000013441.17",4.55782944392944,0.634
"326","ENSG00000013503.10",4.26737245192215,0.277
"327","ENSG00000013523.11",4.71926986509732,0.884
"328","ENSG00000013561.18",5.47103497031021,0.976
"329","ENSG00000013563.14",4.72611930688141,0.831
"330","ENSG00000013573.17",5.03940789567915,0.994
"331","ENSG00000013583.10",4.98265240167138,0.814
"332","ENSG00000013588.9",3.15633132743884,0.148
"333","ENSG00000013619.15",4.68667331255135,0.608
"334","ENSG00000013725.14",4.14155255143263,0.201
"335","ENSG00000013810.21",2.79313925338004,0.001
"336","ENSG00000014123.10",4.17732081939224,0.713
"337","ENSG00000014138.9",5.56415191105597,0.994
"338","ENSG00000014164.7",4.65368192488392,0.274
"339","ENSG00000014216.16",4.23980489913242,0.61
"340","ENSG00000014257.16",3.55642873523745,0.108
"341","ENSG00000014641.21",5.329509509445,0.966
"342","ENSG00000014824.14",4.9944349493839,0.202
"343","ENSG00000014914.21",3.95909939820613,0.533
"344","ENSG00000014919.13",5.13621128288921,0.838
"345","ENSG00000015133.20",4.62036498338802,0.683
"346","ENSG00000015153.15",3.39181610425593,0.164
"347","ENSG00000015171.20",4.54652740566141,0.486
"348","ENSG00000015285.11",4.91295252697028,0.13
"349","ENSG00000015413.10",4.24639116662403,0.506
"350","ENSG00000015475.19",4.76587669627186,0.968
"351","ENSG00000015479.20",5.0614477597173,0.342
"352","ENSG00000015520.15",4.21389044495389,0.136
"353","ENSG00000015532.10",3.84779727016991,0.203
"354","ENSG00000015568.13",3.45981991628777,0.038
"355","ENSG00000015592.17",5.77913161309115,0.879
"356","ENSG00000015676.18",4.73837795657719,0.36
"357","ENSG00000016082.15",4.30673900042016,0.479
"358","ENSG00000016391.11",5.61816245559551,0.995
"359","ENSG00000016402.14",4.99919553615353,0.934
"360","ENSG00000016864.19",4.56735387400792,0.627
"361","ENSG00000017260.20",4.84599344386705,0.277
"362","ENSG00000017427.17",3.92094934465322,0.42
"363","ENSG00000017483.16",3.94946965384081,0.272
"364","ENSG00000017797.13",3.82627225984648,0.046
"365","ENSG00000018189.13",3.81434806584024,0.083
"366","ENSG00000018236.15",3.34693991711849,0.037
"367","ENSG00000018280.17",4.54133396133196,0.764
"368","ENSG00000018408.15",4.21221404463519,0.467
"369","ENSG00000018510.18",3.3434876455888,0.071
"370","ENSG00000018607.8",3.84057048897015,0.02
"371","ENSG00000018610.15",4.58361054324367,0.167
"372","ENSG00000018625.15",3.83595084823194,0.136
"373","ENSG00000018699.13",4.55968286001486,0.058
"374","ENSG00000018869.18",6.1,0.635
"375","ENSG00000019102.12",4.85248993831808,0.445
"376","ENSG00000019144.20",4.51416110818647,0.043
"377","ENSG00000019186.10",3.75380410078494,0.177
"378","ENSG00000019485.14",5.08115783199576,0.956
"379","ENSG00000019505.8",3.78400191534091,0.246
"380","ENSG00000019549.13",3.72395628728305,0.182
"381","ENSG00000019582.17",5.4192541652883,0.35
"382","ENSG00000019991.18",4.36325195147795,0.589
"383","ENSG00000019995.6",4.31325389791098,0.206
"384","ENSG00000020129.16",4.88036687217055,0.948
"385","ENSG00000020181.18",3.91010298984809,0.212
"386","ENSG00000020219.9",4.987277875474,0.146
"387","ENSG00000020256.20",4.66172684292678,0.365
"388","ENSG00000020426.11",3.70725968822823,0.058
"389","ENSG00000020577.14",4.63171161336014,0.409
"390","ENSG00000020633.19",4.02327796898783,0.237
"391","ENSG00000020922.13",4.62596693495875,0.867
"392","ENSG00000021300.14",4.69557241751998,0.746
"393","ENSG00000021355.13",4.09188521196761,0.288
"394","ENSG00000021461.18",4.97700317545485,0.75
"395","ENSG00000021488.13",4.57614972058937,0.297
"396","ENSG00000021574.13",3.11742279457076,0.059
"397","ENSG00000021645.20",4.51761822691307,0.491
"398","ENSG00000021762.20",4.19473173204098,0.558
"399","ENSG00000021776.11",4.6008785205303,0.125
"400","ENSG00000021826.18",4.28289621482675,0.841
"401","ENSG00000022267.19",4.1178124012894,0.541
"402","ENSG00000022277.13",5.27918945078358,0.961
"403","ENSG00000022355.18",5.40966028922327,0.324
"404","ENSG00000022556.16",4.41163056850074,0.097
"405","ENSG00000022567.10",4.15345613944602,0.52
"406","ENSG00000022840.17",4.56217790694927,0.02
"407","ENSG00000022976.16",4.430421576492,0.953
"408","ENSG00000023041.12",5.11566838240612,1
"409","ENSG00000023171.20",2.76492237301511,0.043
"410","ENSG00000023191.17",4.84100787749202,0.792
"411","ENSG00000023228.14",5.27859731768718,0.926
"412","ENSG00000023287.13",3.52213538515817,0.015
"413","ENSG00000023318.9",4.84988703063799,0.768
"414","ENSG00000023330.15",4.4242803232554,0.322
"415","ENSG00000023445.16",5.05912194557192,0.507
"416","ENSG00000023516.9",3.69979748563392,0.036
"417","ENSG00000023572.10",4.67003892603397,0.713
"418","ENSG00000023608.5",4.11116808061723,0.182
"419","ENSG00000023697.13",4.530657759906,0.673
"420","ENSG00000023734.11",4.96690841222678,0.211
"421","ENSG00000023839.12",3.15032869900834,0.084
"422","ENSG00000023892.11",4.28166057886404,0.817
"423","ENSG00000023902.14",3.54674646572461,0.372
"424","ENSG00000023909.10",4.3668130898353,0.508
"425","ENSG00000024048.11",4.06942531695738,0.087
"426","ENSG00000024422.12",5.15310466490369,0.941
"427","ENSG00000024526.17",0.930191093518321,0.001
"428","ENSG00000025039.15",5.77660161057222,0.563
"429","ENSG00000025156.13",5.08697130383268,0.991
"430","ENSG00000025293.17",4.38348822623168,0.213
"431","ENSG00000025423.11",4.94028898148327,0.851
"432","ENSG00000025434.19",4.13675094181111,0.506
"433","ENSG00000025708.14",3.52572300905075,0.109
"434","ENSG00000025770.19",5.32543536817222,0.994
"435","ENSG00000025772.8",4.38377882583606,0.058
"436","ENSG00000025796.14",5.35409446414663,0.851
"437","ENSG00000025800.14",4.5693940989091,0.006
"438","ENSG00000026025.16",4.78675535869641,0.267
"439","ENSG00000026036.22",5.17284934612657,0.98
"440","ENSG00000026103.23",3.70901273209987,0.011
"441","ENSG00000026297.17",4.97131227044081,0.682
"442","ENSG00000026508.21",3.82535229881414,0.311
"443","ENSG00000026559.14",4.30064495029892,0.611
"444","ENSG00000026652.15",3.98176830899603,0.143
"445","ENSG00000026751.17",4.68455705754581,0.476
"446","ENSG00000026950.17",4.54631954234116,0.625
"447","ENSG00000027001.10",5.43305184393392,0.927
"448","ENSG00000027075.17",4.12252983288063,0.575
"449","ENSG00000027644.5",3.03023846624903,0.091
"450","ENSG00000027697.15",3.30015163513906,0.183
"451","ENSG00000027847.14",4.77742332955014,0.471
"452","ENSG00000027869.12",3.35913657118393,0.066
"453","ENSG00000028116.18",4.4326103144242,0.528
"454","ENSG00000028137.19",3.83155542802992,0.43
"455","ENSG00000028203.19",4.46997302191374,0.138
"456","ENSG00000028277.22",3.99373165378973,0.283
"457","ENSG00000028310.18",4.99690299140326,0.465
"458","ENSG00000028528.15",4.90638254611887,0.397
"459","ENSG00000028839.10",4.30787390733431,0.389
"460","ENSG00000029153.15",4.58239275414149,0.514
"461","ENSG00000029363.17",4.86348622340503,0.7
"462","ENSG00000029364.12",4.77409825333911,0.211
"463","ENSG00000029534.21",4.68894887340534,0.637
"464","ENSG00000029559.7",5.4,0.137
"465","ENSG00000029639.11",4.38611273967564,0.411
"466","ENSG00000029725.17",4.48987401011892,0.095
"467","ENSG00000029993.15",3.1266294072008,0.006
"468","ENSG00000030066.13",4.45226566612936,0.054
"469","ENSG00000030110.14",4.40699136379299,0.159
"470","ENSG00000030304.15",3.01083647667082,0.01
"471","ENSG00000030419.17",3.51081407271131,0.099
"472","ENSG00000030582.18",4.72462314015343,0.816
"473","ENSG00000031003.11",3.9006823241154,0.021
"474","ENSG00000031691.7",5.31373785590197,0.996
"475","ENSG00000031698.13",4.99670060222025,0.71
"476","ENSG00000031823.14",4.73920888060584,0.873
"477","ENSG00000032219.19",3.11103335727645,0.013
"478","ENSG00000032389.13",3.87585351497944,0.616
"479","ENSG00000032444.17",4.16227770512422,0.497
"480","ENSG00000032742.18",4.3773593366797,0.767
"481","ENSG00000033011.14",4.29917314840001,0.752
"482","ENSG00000033030.15",4.82407817710172,0.904
"483","ENSG00000033050.9",3.99388372994762,0.239
"484","ENSG00000033100.17",2.95030146769225,0.046
"485","ENSG00000033122.21",4.54090921469434,0.875
"486","ENSG00000033170.17",4.37964277008768,0.576
"487","ENSG00000033178.13",4.48936946539516,0.195
"488","ENSG00000033327.13",4.95004202653385,0.829
"489","ENSG00000033627.17",4.53333004524469,0.01
"490","ENSG00000033800.14",4.26176071070839,0.749
"491","ENSG00000033867.17",2.65570759199057,0.002
"492","ENSG00000034053.15",5.51952598729673,0.965
"493","ENSG00000034152.19",5.00524929378953,0.807
"494","ENSG00000034239.11",4.36824690170764,0.041
"495","ENSG00000034510.6",5.23454987410994,0.545
"496","ENSG00000034533.12",4.56717504541434,0.669
"497","ENSG00000034677.13",4.95889186939575,0.587
"498","ENSG00000034693.15",4.1889535807532,0.353
"499","ENSG00000034713.8",5.31940175486256,0.843
"500","ENSG00000034971.17",5.71814731739709,0.367
"501","ENSG00000035115.22",3.72525166147586,0.226
"502","ENSG00000035141.8",4.32707732861965,0.47
"503","ENSG00000035403.18",3.28246805167324,0.217
"504","ENSG00000035499.13",2.15399186408743,0.001
"505","ENSG00000035664.11",3.18123967300704,0.143
"506","ENSG00000035681.9",4.51039913458853,0.074
"507","ENSG00000035687.10",4.33342756950973,0.135
"508","ENSG00000035720.8",5.32088898638103,0.428
"509","ENSG00000035862.12",4.72706942349595,0.635
"510","ENSG00000035928.17",5.1582237161708,0.553
"511","ENSG00000036054.13",4.16337916500962,0.087
"512","ENSG00000036257.14",4.10940863405945,0.048
"513","ENSG00000036448.10",4.87052480737022,0.296
"514","ENSG00000036530.9",3.70768323325497,0.025
"515","ENSG00000036549.13",4.32901122037762,0.182
"516","ENSG00000036565.15",6.71127649392382,0.962
"517","ENSG00000036672.16",5.22359310034525,0.99
"518","ENSG00000037042.9",4.96845632220936,0.963
"519","ENSG00000037241.7",4.54181424325493,0.686
"520","ENSG00000037280.16",3.87558570524332,0.199
"521","ENSG00000037474.15",3.92141179085666,0.046
"522","ENSG00000037637.11",5.12558651550164,0.953
"523","ENSG00000037749.13",4.55840939528381,0.071
"524","ENSG00000037757.14",5.39602643248483,1.001
"525","ENSG00000037897.17",4.00696554332775,0.107
"526","ENSG00000037965.6",3.50835406808751,0.031
"527","ENSG00000038002.9",4.13045337601603,0.373
"528","ENSG00000038210.14",4.89107302900186,0.801
"529","ENSG00000038219.13",4.23915859028719,0.034
"530","ENSG00000038274.17",4.19484177823737,0.017
"531","ENSG00000038295.8",3.4425638295859,0.18
"532","ENSG00000038358.15",4.59676812174522,0.473
"533","ENSG00000038382.21",2.55634202010625,0.039
"534","ENSG00000038427.16",5.44548817595637,0.906
"535","ENSG00000038532.16",5.14329843639794,0.862
"536","ENSG00000038945.15",5.01731609113914,0.505
"537","ENSG00000039068.20",5.07573908357649,0.33
"538","ENSG00000039123.16",4.18642137531119,0.105
