"","GENE","SCORE","FDR"
"103","ENSG00000005801.18",4.25436225897257,0.953
"104","ENSG00000005810.19",3.38029533275751,0.553
"105","ENSG00000005812.11",4.17156256952574,0.942
"106","ENSG00000005844.19",2.63833784437966,0.048
"107","ENSG00000005882.12",3.39232321799737,0.594
"108","ENSG00000005884.18",3.48532216004757,0.692
"109","ENSG00000005889.16",3.24417350034329,0.317
"110","ENSG00000005893.16",3.48298250345787,0.875
"111","ENSG00000005961.19",2.48971527209781,0.022
"112","ENSG00000005981.13",3.29638600992051,0.152
"113","ENSG00000006007.12",4.3454695806109,0.897
"114","ENSG00000006015.18",2.59673939314664,0.005
"115","ENSG00000006016.12",3.76203559217956,0.703
"116","ENSG00000006025.12",2.66402805971464,0.013
"117","ENSG00000006042.12",3.34836571867553,0.415
"118","ENSG00000006047.13",5.28753535353996,0.95
"119","ENSG00000006062.18",3.71220261640803,0.749
"120","ENSG00000006071.16",3.30613802964211,0.234
"121","ENSG00000006118.15",3.41156145976671,0.299
"122","ENSG00000006125.18",4.00520406536355,0.584
"123","ENSG00000006128.12",4.45,0.066
"124","ENSG00000006194.10",3.79476366125462,0.644
"125","ENSG00000006210.7",4.51603904255157,0.263
"126","ENSG00000006282.21",3.60877977576275,0.561
"127","ENSG00000006283.18",3.0611006867027,0.304
"128","ENSG00000006327.14",3.19392066983333,0.312
"129","ENSG00000006377.11",3.37285921010809,0.145
"130","ENSG00000006432.16",4.61954422914377,0.958
"131","ENSG00000006451.8",4.03530066954093,0.791
"132","ENSG00000006453.14",3.75275766058884,0.369
"133","ENSG00000006459.11",3.4052555776521,0.442
"134","ENSG00000006468.14",2.76877126999018,0.065
"135","ENSG00000006530.18",3.63512252075325,0.508
"136","ENSG00000006534.17",3.45140204066328,0.093
"137","ENSG00000006555.11",3.74626423317044,0.244
"138","ENSG00000006576.16",2.66590094037057,0.004
"139","ENSG00000006606.9",5.21342467527773,0.52
"140","ENSG00000006607.14",3.59743381876807,0.685
"141","ENSG00000006611.17",3.42460650542126,0.399
"142","ENSG00000006625.18",3.21569571851913,0.208
"143","ENSG00000006634.8",3.67505857959464,0.521
"144","ENSG00000006638.13",4.24159095643,0.612
"145","ENSG00000006652.15",3.66638644851954,0.84
"146","ENSG00000006695.12",4.28621275387121,0.899
"147","ENSG00000006704.11",3.74700803667967,0.699
"148","ENSG00000006712.15",3.98051775529901,0.719
"149","ENSG00000006715.16",3.19780094368163,0.259
"150","ENSG00000006740.18",3.73446715830194,0.507
"151","ENSG00000006744.19",4.46171714561469,0.928
"152","ENSG00000006747.15",3.2196217741853,0.22
"153","ENSG00000006756.16",3.51581288725958,0.273
"154","ENSG00000006757.12",3.42154609521337,0.277
"155","ENSG00000006788.14",5.83265830702179,0.962
"156","ENSG00000006831.10",4.10635591176137,0.919
"157","ENSG00000006837.12",4.95875995698872,0.984
"158","ENSG00000007038.11",3.94749011903762,0.856
"159","ENSG00000007047.16",3.98440783461563,0.922
"160","ENSG00000007062.12",5.31928561903735,0.79
"161","ENSG00000007080.11",3.7480205739941,0.71
"162","ENSG00000007129.18",5.612930213349,0.922
"163","ENSG00000007168.14",4.25681400916632,0.732
"164","ENSG00000007171.18",4.34867365581113,0.04
"165","ENSG00000007174.18",4.27387129910792,0.751
"166","ENSG00000007202.15",4.09241560402646,0.774
"167","ENSG00000007216.16",5.04594694764807,0.839
"168","ENSG00000007237.19",2.39918815029063,0.012
"169","ENSG00000007255.10",4.03933723347701,0.608
"170","ENSG00000007264.15",3.93809274310164,0.898
"171","ENSG00000007306.15",5.55,0.73
"172","ENSG00000007312.13",4.43784597933221,0.723
"173","ENSG00000007314.12",3.06708548557304,0.153
"174","ENSG00000007341.19",3.41357768003628,0.087
"175","ENSG00000007350.17",4.55440738148332,0.522
"176","ENSG00000007372.25",2.39516369582657,0.035
"177","ENSG00000007376.8",3.48298302044551,0.638
"178","ENSG00000007384.15",2.81010859784804,0.025
"179","ENSG00000007392.17",3.51326397666152,0.067
"180","ENSG00000007402.12",5.1931488547583,0.555
"181","ENSG00000007516.14",2.66367503663019,0.057
"182","ENSG00000007520.4",3.84585901414552,0.888
"183","ENSG00000007541.17",3.51172281558175,0.03
"184","ENSG00000007545.16",4.33410093068145,0.959
"185","ENSG00000007908.16",5.19031553564025,0.397
"186","ENSG00000007923.17",4.25378952310418,0.961
"187","ENSG00000007933.13",3.88870065270049,0.662
"188","ENSG00000007944.15",3.33844562276942,0.532
"189","ENSG00000007952.18",3.68807846578115,0.708
"190","ENSG00000007968.7",4.78320626062693,0.838
"191","ENSG00000008018.9",3.79675807986101,0.331
"192","ENSG00000008056.14",3.10730266642235,0.214
"193","ENSG00000008083.14",4.01974427161805,0.963
"194","ENSG00000008086.13",2.73260788597822,0.012
"195","ENSG00000008118.10",4.32185668173631,0.22
"196","ENSG00000008128.23",3.73012717439995,0.511
"197","ENSG00000008130.15",4.24129244430485,0.935
"198","ENSG00000008226.20",3.4907592895735,0.066
"199","ENSG00000008256.16",3.72801955807981,0.764
"200","ENSG00000008277.15",3.1159871547484,0.016
"201","ENSG00000008282.9",3.80657973969162,0.809
"202","ENSG00000008283.16",3.48228970958223,0.588
"203","ENSG00000008294.22",3.51744861183705,0.685
"204","ENSG00000008300.17",3.60777673579538,0.566
"205","ENSG00000008311.16",3.24917418568845,0.306
"206","ENSG00000008323.16",4.78914007703655,0.799
"207","ENSG00000008324.12",3.63114134854243,0.702
"208","ENSG00000008382.16",3.96394081939535,0.698
"209","ENSG00000008394.13",3.93649578975511,0.815
"210","ENSG00000008405.12",3.34806727750381,0.24
"211","ENSG00000008438.5",3.77888926367274,0.346
"212","ENSG00000008441.19",4.09721635739806,0.868
"213","ENSG00000008513.16",3.52222236609275,0.165
"214","ENSG00000008516.18",3.18365314061032,0.168
"215","ENSG00000008517.19",3.90943676461781,0.826
"216","ENSG00000008710.20",3.71635464059682,0.807
"217","ENSG00000008735.14",3.75913154044884,0.802
"218","ENSG00000008838.21",3.60568244812308,0.645
"219","ENSG00000008853.18",2.9573862171921,0.005
"220","ENSG00000008869.12",3.58301852294796,0.034
"221","ENSG00000008952.17",4.399817491287,0.992
"222","ENSG00000008988.11",4.12146672060463,0.72
"223","ENSG00000009307.17",4.06461658994169,0.962
"224","ENSG00000009335.18",4.28349032444867,0.935
"225","ENSG00000009413.16",3.27503586764244,0.249
"226","ENSG00000009694.13",3.85714052168721,0.865
"227","ENSG00000009709.12",4.13787263445549,0.083
"228","ENSG00000009724.17",5.68159075594795,0.999
"229","ENSG00000009765.15",4.18117542872412,0.246
"230","ENSG00000009780.16",3.56380479270386,0.277
"231","ENSG00000009790.15",5.60689925366425,0.905
"232","ENSG00000009830.13",3.34276413712301,0.431
"233","ENSG00000009844.16",4.19192452298973,0.935
"234","ENSG00000009950.16",3.27271678992813,0.209
"235","ENSG00000009954.11",4.01792029531125,0.982
"236","ENSG00000010017.13",3.65574425227389,0.291
"237","ENSG00000010030.14",2.93915867507805,0.012
"238","ENSG00000010072.16",3.80288719859679,0.515
"239","ENSG00000010165.20",4.132485197094,0.913
"240","ENSG00000010219.14",3.28526384100504,0.105
"241","ENSG00000010244.19",4.10726195841192,0.984
"242","ENSG00000010256.11",3.89922485873951,0.069
"243","ENSG00000010270.14",3.4687114055433,0.695
"244","ENSG00000010278.15",3.90196149257959,0.837
"245","ENSG00000010282.15",4.51363929136149,0.192
"246","ENSG00000010292.13",4.32855164768297,0.944
"247","ENSG00000010295.20",4.63157839446615,0.795
"248","ENSG00000010310.9",2.26374226955955,0.014
"249","ENSG00000010318.22",2.92489349410706,0.138
"250","ENSG00000010319.7",3.76913772601386,0.325
"251","ENSG00000010322.16",3.8602944180781,0.357
"252","ENSG00000010327.10",3.14974071956764,0.067
"253","ENSG00000010361.14",2.95179833656557,0.039
"254","ENSG00000010379.16",3.279160529965,0.285
"255","ENSG00000010404.18",3.31910539338928,0.343
"256","ENSG00000010438.17",5.66559569623744,0.842
"257","ENSG00000010539.12",3.80074757536407,0.664
"258","ENSG00000010610.10",3.97290831678066,0.603
"259","ENSG00000010626.15",3.64987470476643,0.659
"260","ENSG00000010671.17",4.54526403364671,0.42
"261","ENSG00000010704.19",2.80922480921624,0.126
"262","ENSG00000010803.16",3.32024569668088,0.502
"263","ENSG00000010810.17",3.73946602918139,0.61
"264","ENSG00000010818.10",3.70635476920802,0.658
"265","ENSG00000010932.17",4.83105224791401,0.337
"266","ENSG00000011007.13",3.93843259525845,0.36
"267","ENSG00000011009.11",3.27454735525541,0.6
"268","ENSG00000011021.23",3.29245625741718,0.427
"269","ENSG00000011028.14",3.49423624754711,0.285
"270","ENSG00000011052.21",4.59713582097859,0.958
"271","ENSG00000011083.9",3.80867573001426,0.22
"272","ENSG00000011105.14",3.37041916672648,0.303
"273","ENSG00000011114.15",4.09497840141974,0.805
"274","ENSG00000011132.12",3.89401870465697,0.853
"275","ENSG00000011143.19",3.73140134258685,0.691
"276","ENSG00000011198.10",3.46562447845443,0.088
"277","ENSG00000011201.12",3.59817414554559,0.657
"278","ENSG00000011243.19",3.91989522572464,0.962
"279","ENSG00000011258.16",3.92890384704237,0.978
"280","ENSG00000011260.14",4.0634305377056,0.783
"281","ENSG00000011275.19",4.02278634583325,0.606
"282","ENSG00000011295.16",3.97386079430891,0.46
"283","ENSG00000011304.22",3.61783307996618,0.768
"284","ENSG00000011332.22",2.0512337450752,0.002
"285","ENSG00000011347.10",3.82287702099248,0.668
"286","ENSG00000011376.12",3.62083923664128,0.874
"287","ENSG00000011405.14",3.96085444539608,0.923
"288","ENSG00000011422.12",3.68632023009416,0.895
"289","ENSG00000011426.11",4.55602414108331,0.879
"290","ENSG00000011451.21",3.1540875388001,0.464
"291","ENSG00000011454.18",3.42782958406328,0.776
"292","ENSG00000011465.18",3.72840691316167,0.398
"293","ENSG00000011478.13",3.40711904125473,0.181
"294","ENSG00000011485.15",2.79611415388142,0.065
"295","ENSG00000011523.14",3.63293048941957,0.422
"296","ENSG00000011566.15",4.00138762273072,0.903
"297","ENSG00000011590.14",3.16058720756704,0.073
"298","ENSG00000011600.12",4.28784216114921,0.202
"299","ENSG00000011638.11",3.49266116859583,0.397
"300","ENSG00000011677.13",3.14836264976741,0.102
"301","ENSG00000012048.23",3.1044798395831,0.167
"302","ENSG00000012061.16",3.96395793852134,0.407
"303","ENSG00000012124.17",2.83649819520122,0.014
"304","ENSG00000012171.20",3.52727638866245,0.402
"305","ENSG00000012174.12",3.87891878249235,0.954
"306","ENSG00000012211.13",4.01495324021832,0.885
"307","ENSG00000012223.13",4.54694905595905,0.245
"308","ENSG00000012232.9",3.83874102704454,0.476
"309","ENSG00000012504.15",5.16582072454055,0.525
"310","ENSG00000012660.14",3.96927223490864,0.799
"311","ENSG00000012779.12",4.55109923952242,0.267
"312","ENSG00000012822.16",2.91705816075134,0.156
"313","ENSG00000012963.15",2.53051608358967,0.006
"314","ENSG00000012983.12",3.60146456393392,0.595
"315","ENSG00000013016.16",4.79620523774382,0.5
"316","ENSG00000013275.8",3.87812927702216,0.685
"317","ENSG00000013288.9",3.3258158807557,0.545
"318","ENSG00000013293.6",3.49570648178154,0.409
"319","ENSG00000013297.12",3.10500879740587,0.056
"320","ENSG00000013306.16",4.07611347608468,0.797
"321","ENSG00000013364.19",3.71018068312687,0.436
"322","ENSG00000013374.17",3.33478881001273,0.191
"323","ENSG00000013375.16",3.4271880940421,0.143
"324","ENSG00000013392.8",3.62061708601545,0.558
"325","ENSG00000013441.17",3.29652191023358,0.156
"326","ENSG00000013503.10",3.38672320173795,0.319
"327","ENSG00000013523.11",2.78042177570372,0.128
"328","ENSG00000013561.18",3.68682419908985,0.159
"329","ENSG00000013563.14",3.53636462426804,0.474
"330","ENSG00000013573.17",2.60891732591117,0.032
"331","ENSG00000013583.10",3.68451432644247,0.243
"332","ENSG00000013588.9",4.27663678706546,0.868
"333","ENSG00000013619.15",3.52832990429682,0.318
"334","ENSG00000013725.14",5.73932651995544,0.833
"335","ENSG00000013810.21",4.02410756622683,0.823
"336","ENSG00000014123.10",2.86808576087586,0.134
"337","ENSG00000014138.9",2.41197714117331,0.02
"338","ENSG00000014164.7",4.0606056536997,0.827
"339","ENSG00000014216.16",3.78115940194781,0.784
"340","ENSG00000014257.16",3.6257504048149,0.354
"341","ENSG00000014641.21",4.09251786087987,0.385
"342","ENSG00000014824.14",4.10458810780551,0.586
"343","ENSG00000014914.21",2.42398954653119,0.021
"344","ENSG00000014919.13",3.78344135676379,0.217
"345","ENSG00000015133.20",3.51278303894512,0.378
"346","ENSG00000015153.15",4.5226025254544,0.987
"347","ENSG00000015171.20",4.03090509050706,0.972
"348","ENSG00000015285.11",5.80793241479734,0.892
"349","ENSG00000015413.10",2.94664236634466,0.072
"350","ENSG00000015475.19",3.33867300097981,0.422
"351","ENSG00000015479.20",4.08986214810909,0.485
"352","ENSG00000015520.15",5.90100796863425,0.962
"353","ENSG00000015532.10",3.57397882144263,0.572
"354","ENSG00000015568.13",3.81272726296615,0.622
"355","ENSG00000015592.17",4.08396833099575,0.274
"356","ENSG00000015676.18",4.03005535554404,0.973
"357","ENSG00000016082.15",2.72593122603883,0.025
"358","ENSG00000016391.11",3.50312400756499,0.314
"359","ENSG00000016402.14",3.60662786703233,0.112
"360","ENSG00000016864.19",3.62324498923563,0.721
"361","ENSG00000017260.20",4.02783144510642,0.645
"362","ENSG00000017427.17",3.5281445544565,0.318
"363","ENSG00000017483.16",3.71569409089459,0.923
"364","ENSG00000017797.13",3.92158049998031,0.942
"365","ENSG00000018189.13",3.45223824347212,0.517
"366","ENSG00000018236.15",5.48547677637219,0.868
"367","ENSG00000018280.17",4.25673597790634,0.948
"368","ENSG00000018408.15",3.69532110535863,0.75
"369","ENSG00000018510.18",4.90833210289873,0.998
"370","ENSG00000018607.8",6.55810587653417,0.997
"371","ENSG00000018610.15",4.05698675809404,0.895
"372","ENSG00000018625.15",3.36072229761992,0.111
"373","ENSG00000018699.13",4.18941387226444,0.947
"374","ENSG00000018869.18",5.25,0.413
"375","ENSG00000019102.12",4.05428060042679,0.354
"376","ENSG00000019144.20",3.58283925009182,0.112
"377","ENSG00000019186.10",3.00972690883224,0.091
"378","ENSG00000019485.14",3.55495472432922,0.474
"379","ENSG00000019505.8",3.44785344287667,0.321
"380","ENSG00000019549.13",3.34863517179737,0.352
"381","ENSG00000019582.17",4.6692541652883,0.3
"382","ENSG00000019991.18",2.30263450831543,0.005
"383","ENSG00000019995.6",3.8381748146753,0.947
"384","ENSG00000020129.16",3.55561046724975,0.541
"385","ENSG00000020181.18",4.47311048693514,0.539
"386","ENSG00000020219.9",4.60631141429475,0.231
"387","ENSG00000020256.20",3.99196925217287,0.481
"388","ENSG00000020426.11",4.12878512352276,0.99
"389","ENSG00000020577.14",3.70353876953683,0.246
"390","ENSG00000020633.19",5.35725261583805,0.848
"391","ENSG00000020922.13",3.31533591673733,0.302
"392","ENSG00000021300.14",3.73105112148689,0.664
"393","ENSG00000021355.13",3.70433232786101,0.695
"394","ENSG00000021461.18",3.34742777913495,0.152
"395","ENSG00000021488.13",4.10486002017823,0.242
"396","ENSG00000021574.13",3.98137703677671,0.987
"397","ENSG00000021645.20",3.50455923067368,0.246
"398","ENSG00000021762.20",3.44006895328678,0.507
"399","ENSG00000021776.11",4.0435238333565,0.932
"400","ENSG00000021826.18",2.90429995933656,0.181
"401","ENSG00000022267.19",3.77142436611272,0.539
"402","ENSG00000022277.13",4.17705970945498,0.74
"403","ENSG00000022355.18",5.24033971077673,0.622
"404","ENSG00000022556.16",4.36204638408642,0.36
"405","ENSG00000022567.10",4.22496096095141,0.984
"406","ENSG00000022840.17",4.26403562821321,1.001
"407","ENSG00000022976.16",3.00487678443106,0.295
"408","ENSG00000023041.12",3.3347193159205,0.058
"409","ENSG00000023171.20",3.9753688999649,0.845
"410","ENSG00000023191.17",3.84490841600966,0.86
"411","ENSG00000023228.14",3.89988383103059,0.136
"412","ENSG00000023287.13",4.26623765719902,0.993
"413","ENSG00000023318.9",3.74758262976105,0.539
"414","ENSG00000023330.15",4.2192798027366,0.92
"415","ENSG00000023445.16",3.28196080722942,0.046
"416","ENSG00000023516.9",3.22919635491099,0.185
"417","ENSG00000023572.10",3.90429432121558,0.88
"418","ENSG00000023608.5",3.97503846292377,0.425
"419","ENSG00000023697.13",3.27867609948156,0.218
"420","ENSG00000023734.11",4.24491344882692,0.835
"421","ENSG00000023839.12",3.34015415939258,0.478
"422","ENSG00000023892.11",2.8291606869378,0.109
"423","ENSG00000023902.14",4.21188631951389,0.975
"424","ENSG00000023909.10",3.16717225780167,0.176
"425","ENSG00000024048.11",3.94782516537659,0.305
"426","ENSG00000024422.12",3.78931531370651,0.546
"427","ENSG00000024526.17",4.96689552598577,0.825
"428","ENSG00000025039.15",5.09526867478313,0.516
"429","ENSG00000025156.13",3.19659453850362,0.17
"430","ENSG00000025293.17",3.87839458491135,0.733
"431","ENSG00000025423.11",3.02016966615135,0.151
"432","ENSG00000025434.19",3.71917780780151,0.913
"433","ENSG00000025708.14",4.5881109940802,0.985
"434","ENSG00000025770.19",3.42362289418304,0.02
"435","ENSG00000025772.8",3.96069505861366,0.888
"436","ENSG00000025796.14",4.36774611886676,0.862
"437","ENSG00000025800.14",4.19220642971571,0.869
"438","ENSG00000026025.16",4.11924038660309,0.938
"439","ENSG00000026036.22",3.14830384319191,0.05
"440","ENSG00000026103.23",3.84266476518265,0.529
"441","ENSG00000026297.17",3.18198434729917,0.123
"442","ENSG00000026508.21",3.53159189215707,0.604
"443","ENSG00000026559.14",4.41349657279193,0.957
"444","ENSG00000026652.15",3.91557977173694,0.77
"445","ENSG00000026751.17",2.9069763391411,0.032
"446","ENSG00000026950.17",3.15602619919802,0.189
"447","ENSG00000027001.10",3.95930684709131,0.113
"448","ENSG00000027075.17",2.49821102033917,0.009
"449","ENSG00000027644.5",2.81372804147435,0.118
"450","ENSG00000027697.15",4.12406430134773,0.71
"451","ENSG00000027847.14",4.2172362044497,0.992
"452","ENSG00000027869.12",4.56827157157902,0.916
"453","ENSG00000028116.18",3.71836941900303,0.6
"454","ENSG00000028137.19",2.42326218367959,0.039
"455","ENSG00000028203.19",3.63281148647456,0.368
"456","ENSG00000028277.22",4.34038584025751,0.551
"457","ENSG00000028310.18",3.97724554181621,0.424
"458","ENSG00000028528.15",4.35212874530069,0.993
"459","ENSG00000028839.10",3.53911579493971,0.468
"460","ENSG00000029153.15",3.5833886086774,0.394
"461","ENSG00000029363.17",3.83422296453886,0.624
"462","ENSG00000029364.12",4.05437739686114,0.97
"463","ENSG00000029534.21",3.2516304929802,0.089
"464","ENSG00000029559.7",5.55,0.721
"465","ENSG00000029639.11",3.47361139367971,0.298
"466","ENSG00000029725.17",4.20922327291209,0.979
"467","ENSG00000029993.15",4.02667615195134,0.968
"468","ENSG00000030066.13",3.71581664382757,0.609
"469","ENSG00000030110.14",4.31865200432775,0.965
"470","ENSG00000030304.15",4.58799147468256,0.695
"471","ENSG00000030419.17",2.87844605297623,0.098
"472","ENSG00000030582.18",3.54260086760279,0.454
"473","ENSG00000031003.11",4.24860033589746,0.971
"474","ENSG00000031691.7",3.2288387838837,0.044
"475","ENSG00000031698.13",3.76311995265678,0.155
"476","ENSG00000031823.14",3.67555951007412,0.757
"477","ENSG00000032219.19",4.02395898746976,0.96
"478","ENSG00000032389.13",3.58755709336748,0.578
"479","ENSG00000032444.17",3.61020672604212,0.762
"480","ENSG00000032742.18",2.75440523682618,0.074
"481","ENSG00000033011.14",2.94902684995417,0.168
"482","ENSG00000033030.15",2.678845515236,0.01
"483","ENSG00000033050.9",4.05298789133965,0.965
"484","ENSG00000033100.17",4.79205355722409,0.681
"485","ENSG00000033122.21",1.95172012449645,0.003
"486","ENSG00000033170.17",3.35859251873896,0.357
"487","ENSG00000033178.13",4.08532637016929,0.988
"488","ENSG00000033327.13",3.15473313533252,0.091
"489","ENSG00000033627.17",3.81379307155868,0.661
"490","ENSG00000033800.14",3.20001014345612,0.399
"491","ENSG00000033867.17",3.65989596246568,0.849
"492","ENSG00000034053.15",2.47735231715112,0.013
"493","ENSG00000034152.19",3.87178708224712,0.453
"494","ENSG00000034239.11",4.92463536817422,0.69
"495","ENSG00000034510.6",4.28045166220883,0.715
"496","ENSG00000034533.12",4.2158229076986,0.693
"497","ENSG00000034677.13",3.3027043972277,0.016
"498","ENSG00000034693.15",3.48205894350425,0.566
"499","ENSG00000034713.8",4.20571274407795,0.435
"500","ENSG00000034971.17",4.92814731739709,0.369
"501","ENSG00000035115.22",3.54422621072652,0.423
"502","ENSG00000035141.8",3.92185676495372,0.944
"503","ENSG00000035403.18",3.82282658594805,0.949
"504","ENSG00000035499.13",4.33451842888734,0.75
"505","ENSG00000035664.11",3.33908276063841,0.375
"506","ENSG00000035681.9",4.04714840638867,0.946
"507","ENSG00000035687.10",3.93454784899288,0.855
"508","ENSG00000035720.8",6.03114553888136,0.91
"509","ENSG00000035862.12",3.64355432738144,0.42
"510","ENSG00000035928.17",4.43035384362719,0.945
"511","ENSG00000036054.13",3.60400819122675,0.683
"512","ENSG00000036257.14",4.01354167797167,0.965
"513","ENSG00000036448.10",4.76428504796837,0.707
"514","ENSG00000036530.9",4.48696607833068,0.977
"515","ENSG00000036549.13",3.70731922585859,0.732
"516","ENSG00000036565.15",4.26127649392382,0.13
"517","ENSG00000036672.16",2.46990052200111,0.047
"518","ENSG00000037042.9",2.91622934563787,0.025
"519","ENSG00000037241.7",3.41821664226398,0.441
"520","ENSG00000037280.16",4.08704126525847,0.714
"521","ENSG00000037474.15",4.26418308779901,0.961
"522","ENSG00000037637.11",3.63384067919137,0.232
"523","ENSG00000037749.13",4.03641539067731,0.775
"524","ENSG00000037757.14",3.06729903926684,0.039
"525","ENSG00000037897.17",3.84735322833175,0.835
"526","ENSG00000037965.6",3.47979814060482,0.595
"527","ENSG00000038002.9",3.28265533265346,0.518
"528","ENSG00000038210.14",3.32526967291613,0.058
"529","ENSG00000038219.13",4.26076554712413,0.969
"530","ENSG00000038274.17",3.99748224817356,0.875
"531","ENSG00000038295.8",3.3023413153436,0.637
"532","ENSG00000038358.15",3.54595807427657,0.356
"533","ENSG00000038382.21",4.51984363732897,0.984
"534","ENSG00000038427.16",3.29245359862611,0.138
"535","ENSG00000038532.16",3.56051883640396,0.035
"536","ENSG00000038945.15",3.53640804524936,0.107
"537","ENSG00000039068.20",4.25669749520151,0.286
"538","ENSG00000039123.16",3.73975470647555,0.95
