"","GENE","SCORE","FDR"
"224","ENSG00000009335.18",3.33562286319382,0.339
"225","ENSG00000009413.16",2.76325769680292,0.096
"226","ENSG00000009694.13",3.13823967668017,0.333
"227","ENSG00000009709.12",4.609282239084,0.495
"228","ENSG00000009724.17",5.14462752216528,0.964
"229","ENSG00000009765.15",3.5035921239098,0.227
"230","ENSG00000009780.16",3.011339901685,0.132
"231","ENSG00000009790.15",3.87143607748893,0.217
"232","ENSG00000009830.13",2.5597423731365,0.019
"233","ENSG00000009844.16",3.58793474781198,0.851
"234","ENSG00000009950.16",3.03880968797905,0.287
"235","ENSG00000009954.11",3.42680352548506,0.836
"236","ENSG00000010017.13",3.20639154748381,0.462
"237","ENSG00000010030.14",3.04137877920318,0.04
"238","ENSG00000010072.16",2.82642342312118,0.029
"239","ENSG00000010165.20",3.2747889160128,0.369
"240","ENSG00000010219.14",3.29384453174452,0.658
"241","ENSG00000010244.19",3.53627855866658,0.924
"242","ENSG00000010256.11",3.58082498086604,0.75
"243","ENSG00000010270.14",2.78852644907902,0.158
"244","ENSG00000010278.15",3.11479393880096,0.329
"245","ENSG00000010282.15",3.93363929136149,0.161
"246","ENSG00000010292.13",2.45263883896472,0.008
"247","ENSG00000010295.20",4.6235864647295,0.629
"248","ENSG00000010310.9",3.10690105484386,0.186
"249","ENSG00000010318.22",3.17029573830354,0.448
"250","ENSG00000010319.7",2.84503778924202,0.053
"251","ENSG00000010322.16",3.48356283352973,0.704
"252","ENSG00000010327.10",5.01844651545795,0.72
"253","ENSG00000010361.14",4.12935399040846,0.921
"254","ENSG00000010379.16",4.9466701668655,0.983
"255","ENSG00000010404.18",2.91621848178392,0.197
"256","ENSG00000010438.17",5.02559569623744,0.763
"257","ENSG00000010539.12",3.62680661045792,0.919
"258","ENSG00000010610.10",4.55912902444228,0.844
"259","ENSG00000010626.15",3.63390444679358,0.728
"260","ENSG00000010671.17",5.46181638915558,0.809
"261","ENSG00000010704.19",2.68343696676782,0.074
"262","ENSG00000010803.16",3.10283519263818,0.511
"263","ENSG00000010810.17",3.1740137912313,0.371
"264","ENSG00000010818.10",3.79690414280125,0.869
"265","ENSG00000010932.17",5.00894775208599,0.783
"266","ENSG00000011007.13",3.37248037283162,0.07
"267","ENSG00000011009.11",3.02909856753685,0.524
"268","ENSG00000011021.23",2.78932274794495,0.115
"269","ENSG00000011028.14",3.3688676296083,0.856
"270","ENSG00000011052.21",3.54221814693935,0.445
"271","ENSG00000011083.9",5.75784686092176,0.929
"272","ENSG00000011105.14",3.99653866511573,0.835
"273","ENSG00000011114.15",3.19497840141974,0.037
"274","ENSG00000011132.12",3.6305402664745,0.954
"275","ENSG00000011143.19",2.90698560081991,0.112
"276","ENSG00000011198.10",3.52233230143029,0.799
"277","ENSG00000011201.12",3.38661932737539,0.588
"278","ENSG00000011243.19",3.57810869283847,0.92
"279","ENSG00000011258.16",2.74320729403355,0.121
"280","ENSG00000011260.14",3.20556499781503,0.191
"281","ENSG00000011275.19",2.98585216393879,0.055
"282","ENSG00000011295.16",3.45090705102979,0.54
"283","ENSG00000011304.22",3.13481522271536,0.5
"284","ENSG00000011332.22",3.75233766412495,0.646
"285","ENSG00000011347.10",3.64919668310364,0.68
"286","ENSG00000011376.12",3.32190047588468,0.832
"287","ENSG00000011405.14",3.20062395442508,0.46
"288","ENSG00000011422.12",3.3265422074769,0.771
"289","ENSG00000011426.11",2.47839455189618,0.027
"290","ENSG00000011451.21",3.01848320515119,0.498
"291","ENSG00000011454.18",2.81763311937037,0.194
"292","ENSG00000011465.18",2.81387257660382,0.067
"293","ENSG00000011478.13",3.38742187055532,0.676
"294","ENSG00000011485.15",2.82544085957339,0.172
"295","ENSG00000011523.14",3.01379118968754,0.154
"296","ENSG00000011566.15",2.9114359388339,0.082
"297","ENSG00000011590.14",4.59398976354024,0.605
"298","ENSG00000011600.12",4.24205571780876,0.313
"299","ENSG00000011638.11",4.20711938362505,0.936
"300","ENSG00000011677.13",2.62853653123522,0.031
"301","ENSG00000012048.23",3.66546454954616,0.835
"302","ENSG00000012061.16",3.15045536134282,0.007
"303","ENSG00000012124.17",2.83111546743764,0.1
"304","ENSG00000012171.20",3.23302967673909,0.502
"305","ENSG00000012174.12",2.98806695587977,0.266
"306","ENSG00000012211.13",2.73510444225676,0.047
"307","ENSG00000012223.13",4.9769119354456,0.354
"308","ENSG00000012232.9",3.67170051609275,0.228
"309","ENSG00000012504.15",5.60582072454055,0.946
"310","ENSG00000012660.14",3.09451218609552,0.16
"311","ENSG00000012779.12",3.87109923952242,0.259
"312","ENSG00000012822.16",3.16217903999282,0.267
"313","ENSG00000012963.15",3.80693318193506,0.827
"314","ENSG00000012983.12",2.73080464772101,0.117
"315","ENSG00000013016.16",3.96202416160113,0.21
"316","ENSG00000013275.8",3.96297902234434,0.815
"317","ENSG00000013288.9",3.6645811638973,0.609
"318","ENSG00000013293.6",4.15390114670358,0.681
"319","ENSG00000013297.12",3.00145629626327,0.066
"320","ENSG00000013306.16",3.51370094570861,0.773
"321","ENSG00000013364.19",3.14546957464747,0.241
"322","ENSG00000013374.17",3.32583054454215,0.61
"323","ENSG00000013375.16",3.63494675183772,0.963
"324","ENSG00000013392.8",4.98888142406383,0.998
"325","ENSG00000013441.17",2.839469914982,0.089
"326","ENSG00000013503.10",2.24131642529732,0.001
"327","ENSG00000013523.11",3.37775080520433,0.458
"328","ENSG00000013561.18",3.76424994326405,0.819
"329","ENSG00000013563.14",3.43614828036323,0.927
"330","ENSG00000013573.17",3.52913155231725,0.756
"331","ENSG00000013583.10",3.44012431462888,0.713
"332","ENSG00000013588.9",3.09633078663163,0.063
"333","ENSG00000013619.15",2.79697790330107,0.115
"334","ENSG00000013725.14",5.14121965112836,0.558
"335","ENSG00000013810.21",2.24590891520616,0.004
"336","ENSG00000014123.10",3.20342991523535,0.463
"337","ENSG00000014138.9",4.21098739130273,0.93
"338","ENSG00000014164.7",3.26111354009747,0.317
"339","ENSG00000014216.16",3.59401883927694,0.728
"340","ENSG00000014257.16",2.28713609329925,0.01
"341","ENSG00000014641.21",3.7325307634641,0.94
"342","ENSG00000014824.14",3.45079607714189,0.333
"343","ENSG00000014914.21",2.77785779711064,0.083
"344","ENSG00000014919.13",3.70146517767173,0.939
"345","ENSG00000015133.20",3.3557707235183,0.494
"346","ENSG00000015153.15",3.91434358504008,0.758
"347","ENSG00000015171.20",3.50197946074489,0.885
"348","ENSG00000015285.11",4.23704747302972,0.223
"349","ENSG00000015413.10",4.71220223702309,0.803
"350","ENSG00000015475.19",4.09061114939657,0.914
"351","ENSG00000015479.20",3.56333700861281,0.608
"352","ENSG00000015520.15",4.63835697673406,0.56
"353","ENSG00000015532.10",3.03194521435838,0.231
"354","ENSG00000015568.13",3.54073856486832,0.536
"355","ENSG00000015592.17",4.43877990988786,0.469
"356","ENSG00000015676.18",3.41982420536751,0.79
"357","ENSG00000016082.15",2.56779607757076,0.031
"358","ENSG00000016391.11",4.34408960343199,0.993
"359","ENSG00000016402.14",5.1401826831693,0.746
"360","ENSG00000016864.19",3.25659261613393,0.814
"361","ENSG00000017260.20",3.39200410485955,0.352
"362","ENSG00000017427.17",3.82792143966298,0.353
"363","ENSG00000017483.16",3.33413237068628,0.754
"364","ENSG00000017797.13",3.3009861238367,0.688
"365","ENSG00000018189.13",2.21914178319562,0.001
"366","ENSG00000018236.15",4.51707976901132,0.377
"367","ENSG00000018280.17",4.13499132600272,0.92
"368","ENSG00000018408.15",3.53886763601379,0.75
"369","ENSG00000018510.18",3.97653342407227,0.759
"370","ENSG00000018607.8",5.37998052015421,0.835
"371","ENSG00000018610.15",3.46430521948052,0.747
"372","ENSG00000018625.15",3.32520462505345,0.095
"373","ENSG00000018699.13",3.42244986980183,0.568
"374","ENSG00000018869.18",4.07,0.283
"375","ENSG00000019102.12",3.9562351920738,0.417
"376","ENSG00000019144.20",3.0869816988547,0.137
"377","ENSG00000019186.10",2.17855427052705,0.014
"378","ENSG00000019485.14",3.82237711703342,0.931
"379","ENSG00000019505.8",3.26501410625616,0.253
"380","ENSG00000019549.13",2.23096144761189,0.017
"381","ENSG00000019582.17",3.9892541652883,0.273
"382","ENSG00000019991.18",3.34934336140525,0.277
"383","ENSG00000019995.6",3.17587641412263,0.566
"384","ENSG00000020129.16",3.85197577997898,0.98
"385","ENSG00000020181.18",3.42709149311956,0.053
"386","ENSG00000020219.9",4.637277875474,0.379
"387","ENSG00000020256.20",3.06231617229987,0.051
"388","ENSG00000020426.11",3.11128871016671,0.338
"389","ENSG00000020577.14",3.2251464125414,0.173
"390","ENSG00000020633.19",4.75466998510979,0.317
"391","ENSG00000020922.13",2.95393849302002,0.292
"392","ENSG00000021300.14",3.48806502489962,0.717
"393","ENSG00000021355.13",3.49617904186755,0.635
"394","ENSG00000021461.18",3.81929743250517,0.348
"395","ENSG00000021488.13",4.82074338876951,0.64
"396","ENSG00000021574.13",3.70106330424284,0.827
"397","ENSG00000021645.20",2.8111064334381,0.063
"398","ENSG00000021762.20",3.95279223511921,0.951
"399","ENSG00000021776.11",3.49142371592335,0.893
"400","ENSG00000021826.18",3.84151253525632,0.755
"401","ENSG00000022267.19",3.85124262581469,0.465
"402","ENSG00000022277.13",3.55279803455154,0.559
"403","ENSG00000022355.18",3.51993860929602,0.073
"404","ENSG00000022556.16",3.48204638408642,0.116
"405","ENSG00000022567.10",3.45844522806931,0.643
"406","ENSG00000022840.17",3.57426995316363,0.915
"407","ENSG00000022976.16",2.82967570116454,0.144
"408","ENSG00000023041.12",3.25932504608349,0.641
"409","ENSG00000023171.20",3.19139108982923,0.207
"410","ENSG00000023191.17",3.32742839722317,0.777
"411","ENSG00000023228.14",3.59577365948578,0.735
"412","ENSG00000023287.13",3.46449679014928,0.654
"413","ENSG00000023318.9",3.20934254277842,0.434
"414","ENSG00000023330.15",3.88249029162401,0.95
"415","ENSG00000023445.16",4.43210301103851,0.841
"416","ENSG00000023516.9",2.30102158406237,0.002
"417","ENSG00000023572.10",3.66498197707709,0.963
"418","ENSG00000023608.5",2.83177252918875,0.089
"419","ENSG00000023697.13",2.823592092319,0.117
"420","ENSG00000023734.11",3.56788964127533,0.597
"421","ENSG00000023839.12",2.30643068022732,0.006
"422","ENSG00000023892.11",3.88528187716918,0.594
"423","ENSG00000023902.14",3.65341266618818,0.549
"424","ENSG00000023909.10",2.8675470838175,0.157
"425","ENSG00000024048.11",2.56753906351274,0.016
"426","ENSG00000024422.12",3.53510131182107,0.751
"427","ENSG00000024526.17",2.25512740074068,0.005
"428","ENSG00000025039.15",5.81645702599674,0.932
"429","ENSG00000025156.13",3.16828000918061,0.446
"430","ENSG00000025293.17",3.24951503761153,0.41
"431","ENSG00000025423.11",4.0098798291477,0.802
"432","ENSG00000025434.19",3.42679359236265,0.831
"433","ENSG00000025708.14",3.63068533373548,0.636
"434","ENSG00000025770.19",3.42898127274857,0.724
"435","ENSG00000025772.8",3.28731502627222,0.54
"436","ENSG00000025796.14",3.58983625758352,0.257
"437","ENSG00000025800.14",3.13680077105118,0.091
"438","ENSG00000026025.16",3.4794950956789,0.763
"439","ENSG00000026036.22",3.48856436737466,0.751
"440","ENSG00000026103.23",2.2518092836531,0.004
"441","ENSG00000026297.17",3.96222051243226,0.697
"442","ENSG00000026508.21",3.61280784287832,0.692
"443","ENSG00000026559.14",4.02928091333661,0.853
"444","ENSG00000026652.15",2.92242700386694,0.155
"445","ENSG00000026751.17",3.4740587176757,0.346
"446","ENSG00000026950.17",3.34472996269881,0.434
"447","ENSG00000027001.10",3.68706760228577,0.701
"448","ENSG00000027075.17",3.42404740638963,0.107
"449","ENSG00000027644.5",3.36810111770984,0.257
"450","ENSG00000027697.15",4.65681925874988,0.813
"451","ENSG00000027847.14",3.76749415473905,0.997
"452","ENSG00000027869.12",3.77798398729083,0.578
"453","ENSG00000028116.18",3.06011996120492,0.199
"454","ENSG00000028137.19",3.5266459184331,0.371
"455","ENSG00000028203.19",2.72325833897579,0.006
"456","ENSG00000028277.22",4.87596848128054,0.705
"457","ENSG00000028310.18",3.30795325568989,0.085
"458","ENSG00000028528.15",3.66846536657326,0.939
"459","ENSG00000028839.10",2.83350122967476,0.118
"460","ENSG00000029153.15",2.90207842207994,0.094
"461","ENSG00000029363.17",3.5329173745997,0.871
"462","ENSG00000029364.12",3.33779297593356,0.558
"463","ENSG00000029534.21",3.19248345667345,0.36
"464","ENSG00000029559.7",3.71,0.075
"465","ENSG00000029639.11",3.30628364138382,0.573
"466","ENSG00000029725.17",3.46245075160524,0.78
"467","ENSG00000029993.15",2.82197295726741,0.129
"468","ENSG00000030066.13",3.0686753126272,0.255
"469","ENSG00000030110.14",3.70310253694091,0.81
"470","ENSG00000030304.15",3.8900229912441,0.333
"471","ENSG00000030419.17",2.99818746359628,0.163
"472","ENSG00000030582.18",3.38157893776578,0.921
"473","ENSG00000031003.11",3.3203448164262,0.517
"474","ENSG00000031691.7",3.46588018004657,0.688
"475","ENSG00000031698.13",3.52334084176549,0.763
"476","ENSG00000031823.14",3.34544704554075,0.786
"477","ENSG00000032219.19",3.06764413389709,0.326
"478","ENSG00000032389.13",4.4629305552597,0.894
"479","ENSG00000032444.17",3.64345692415278,0.922
"480","ENSG00000032742.18",3.1166489578602,0.434
"481","ENSG00000033011.14",3.59298465659742,0.653
"482","ENSG00000033030.15",3.06703429631277,0.266
"483","ENSG00000033050.9",3.72928578671332,0.912
"484","ENSG00000033100.17",3.14496041002062,0.019
"485","ENSG00000033122.21",3.50963663296346,0.46
"486","ENSG00000033170.17",2.55540992017903,0.015
"487","ENSG00000033178.13",3.18532637016929,0.391
"488","ENSG00000033327.13",3.63702708649357,0.801
"489","ENSG00000033627.17",3.22314484346419,0.418
"490","ENSG00000033800.14",3.24233481810678,0.461
"491","ENSG00000033867.17",2.4143555964627,0.021
"492","ENSG00000034053.15",4.86905556291521,0.675
"493","ENSG00000034152.19",3.5950833874368,0.337
"494","ENSG00000034239.11",3.88093848281618,0.275
"495","ENSG00000034510.6",3.65992473193159,0.584
"496","ENSG00000034533.12",5.17672569509357,0.972
"497","ENSG00000034677.13",3.47437982249677,0.331
"498","ENSG00000034693.15",3.28156271848684,0.683
"499","ENSG00000034713.8",3.65686973008362,0.611
"500","ENSG00000034971.17",4.64814731739709,0.524
"501","ENSG00000035115.22",3.39134995915768,0.351
"502","ENSG00000035141.8",3.50948193158491,0.858
"503","ENSG00000035403.18",3.36374351074546,0.341
"504","ENSG00000035499.13",1.88612370870537,0.002
"505","ENSG00000035664.11",3.49488672171837,0.285
"506","ENSG00000035681.9",3.34198156723905,0.615
"507","ENSG00000035687.10",2.91835162990342,0.114
"508","ENSG00000035720.8",4.9842105100649,0.543
"509","ENSG00000035862.12",3.10433652179881,0.291
"510","ENSG00000035928.17",3.8833774881528,0.936
"511","ENSG00000036054.13",2.7211363394595,0.038
"512","ENSG00000036257.14",3.23488162215173,0.561
"513","ENSG00000036448.10",4.309566725091,0.68
"514","ENSG00000036530.9",3.39919004630063,0.412
"515","ENSG00000036549.13",2.68639428896611,0.019
"516","ENSG00000036565.15",4.80127649392382,0.573
"517","ENSG00000036672.16",3.92479464310502,0.643
"518","ENSG00000037042.9",3.14877317879103,0.408
"519","ENSG00000037241.7",3.48015573971998,0.871
"520","ENSG00000037280.16",2.54097735927067,0.043
"521","ENSG00000037474.15",3.62192694246939,0.79
"522","ENSG00000037637.11",3.69176872109994,0.99
"523","ENSG00000037749.13",3.38657600014882,0.473
"524","ENSG00000037757.14",3.8835555944984,0.96
"525","ENSG00000037897.17",3.2233320792064,0.44
"526","ENSG00000037965.6",2.74766234633742,0.096
"527","ENSG00000038002.9",3.29335026340786,0.91
"528","ENSG00000038210.14",3.27497243808858,0.512
"529","ENSG00000038219.13",3.13370657279004,0.214
"530","ENSG00000038274.17",2.96634594670408,0.105
"531","ENSG00000038295.8",2.82583158110633,0.134
"532","ENSG00000038358.15",3.18967243051173,0.502
"533","ENSG00000038382.21",3.05173693751331,0.012
"534","ENSG00000038427.16",4.30356235221801,0.737
"535","ENSG00000038532.16",2.95804307224487,0.016
"536","ENSG00000038945.15",3.24589234419211,0.144
"537","ENSG00000039068.20",3.57669749520151,0.235
"538","ENSG00000039123.16",3.07692404902595,0.521
