"","GENE","SCORE","FDR"
"182","ENSG00000007520.4",3.489605328915,0.803
"183","ENSG00000007541.17",3.88262411789375,0.994
"184","ENSG00000007545.16",2.76048536879959,0.046
"185","ENSG00000007908.16",4.15031553564025,0.228
"186","ENSG00000007923.17",2.94134354278843,0.087
"187","ENSG00000007933.13",3.03778785168459,0.229
"188","ENSG00000007944.15",3.29303718417383,0.583
"189","ENSG00000007952.18",3.34086994561873,0.202
"190","ENSG00000007968.7",5.32973216406135,0.951
"191","ENSG00000008018.9",3.22239357890581,0.582
"192","ENSG00000008056.14",3.27047557140332,0.137
"193","ENSG00000008083.14",1.95831446896233,0.001
"194","ENSG00000008086.13",4.09872681985913,0.996
"195","ENSG00000008118.10",4.81814331826369,0.755
"196","ENSG00000008128.23",2.86561152981893,0.076
"197","ENSG00000008130.15",3.01832008058758,0.073
"198","ENSG00000008226.20",6.84101266074069,1.001
"199","ENSG00000008256.16",3.1258415959193,0.389
"200","ENSG00000008277.15",3.54695523346807,0.96
"201","ENSG00000008282.9",2.46748203302384,0.018
"202","ENSG00000008283.16",3.26810231594449,0.702
"203","ENSG00000008294.22",2.53037383319556,0.014
"204","ENSG00000008300.17",2.90088058832569,0.184
"205","ENSG00000008311.16",3.41925752113211,0.102
"206","ENSG00000008323.16",3.32167276994971,0.055
"207","ENSG00000008324.12",3.74666847313197,0.63
"208","ENSG00000008382.16",3.33714410486347,0.485
"209","ENSG00000008394.13",2.87161479020067,0.079
"210","ENSG00000008405.12",3.30848260272719,0.423
"211","ENSG00000008438.5",5.35518293786386,0.895
"212","ENSG00000008441.19",2.89273484621627,0.109
"213","ENSG00000008513.16",3.67180825955837,0.604
"214","ENSG00000008516.18",5.08420029230223,0.871
"215","ENSG00000008517.19",3.48402705514905,0.74
"216","ENSG00000008710.20",2.44693548401345,0.008
"217","ENSG00000008735.14",2.87766801720257,0.131
"218","ENSG00000008838.21",3.28373720142903,0.81
"219","ENSG00000008853.18",4.31986549271902,0.998
"220","ENSG00000008869.12",3.36305437717125,0.501
"221","ENSG00000008952.17",2.93570984719276,0.143
"222","ENSG00000008988.11",3.07873189305393,0.139
"223","ENSG00000009307.17",3.01492970775494,0.211
"224","ENSG00000009335.18",2.90934610104127,0.05
"225","ENSG00000009413.16",3.39305127068938,0.893
"226","ENSG00000009694.13",2.67425143200287,0.038
"227","ENSG00000009709.12",4.969282239084,0.955
"228","ENSG00000009724.17",3.70104419624912,0.334
"229","ENSG00000009765.15",4.04596442090246,0.424
"230","ENSG00000009780.16",3.52557944297554,0.674
"231","ENSG00000009790.15",3.21950966757867,0.058
"232","ENSG00000009830.13",2.61342788664227,0.023
"233","ENSG00000009844.16",2.99778867429287,0.116
"234","ENSG00000009950.16",3.17804108659322,0.453
"235","ENSG00000009954.11",2.88711855233433,0.151
"236","ENSG00000010017.13",3.41535183763457,0.969
"237","ENSG00000010030.14",4.82440286387271,0.841
"238","ENSG00000010072.16",3.08605061273864,0.245
"239","ENSG00000010165.20",2.72780812916166,0.017
"240","ENSG00000010219.14",3.2639923734815,0.622
"241","ENSG00000010244.19",3.07235312190249,0.311
"242","ENSG00000010256.11",3.55837366011472,0.973
"243","ENSG00000010270.14",2.51662001373772,0.026
"244","ENSG00000010278.15",2.7431463999249,0.086
"245","ENSG00000010282.15",4.81363929136149,0.707
"246","ENSG00000010292.13",2.07854916177933,0.001
"247","ENSG00000010295.20",4.50876915445782,0.438
"248","ENSG00000010310.9",4.12986324210679,0.649
"249","ENSG00000010318.22",2.95030773532255,0.249
"250","ENSG00000010319.7",3.95822679143093,0.488
"251","ENSG00000010322.16",3.39770321714335,0.813
"252","ENSG00000010327.10",5.30817989833614,0.748
"253","ENSG00000010361.14",4.65601770124391,0.997
"254","ENSG00000010379.16",3.80157088569249,0.354
"255","ENSG00000010404.18",3.19994246064884,0.491
"256","ENSG00000010438.17",4.67440430376256,0.553
"257","ENSG00000010539.12",3.22677990726209,0.492
"258","ENSG00000010610.10",3.45866069042045,0.219
"259","ENSG00000010626.15",3.26338600432644,0.381
"260","ENSG00000010671.17",5.68042099214669,0.863
"261","ENSG00000010704.19",3.39359084288976,0.546
"262","ENSG00000010803.16",2.87074910430891,0.169
"263","ENSG00000010810.17",3.15033581253664,0.365
"264","ENSG00000010818.10",3.65511670078367,0.71
"265","ENSG00000010932.17",4.96894775208599,1.001
"266","ENSG00000011007.13",4.20961425370035,0.296
"267","ENSG00000011009.11",3.10031264352224,0.469
"268","ENSG00000011021.23",3.1448438710334,0.314
"269","ENSG00000011028.14",3.31391466338996,0.816
"270","ENSG00000011052.21",3.29035739991061,0.279
"271","ENSG00000011083.9",6.5054046036818,0.986
"272","ENSG00000011105.14",4.01028732237683,0.851
"273","ENSG00000011114.15",3.02168966857094,0.047
"274","ENSG00000011132.12",3.21053158074609,0.487
"275","ENSG00000011143.19",3.18337963340014,0.193
"276","ENSG00000011198.10",3.80003931832449,0.999
"277","ENSG00000011201.12",3.33196123911053,0.517
"278","ENSG00000011243.19",3.20833927107816,0.547
"279","ENSG00000011258.16",2.08659663208134,0.001
"280","ENSG00000011260.14",2.91377516180461,0.062
"281","ENSG00000011275.19",3.12368404062473,0.203
"282","ENSG00000011295.16",3.36504808437128,0.693
"283","ENSG00000011304.22",2.950145658409,0.23
"284","ENSG00000011332.22",4.46937164275806,0.976
"285","ENSG00000011347.10",3.82098774466612,0.76
"286","ENSG00000011376.12",2.83835288684324,0.152
"287","ENSG00000011405.14",2.8025990157991,0.061
"288","ENSG00000011422.12",3.06700096523564,0.339
"289","ENSG00000011426.11",1.70309789055274,0.001
"290","ENSG00000011451.21",3.29465776187731,0.744
"291","ENSG00000011454.18",2.76626678561601,0.075
"292","ENSG00000011465.18",3.88276876139593,0.491
"293","ENSG00000011478.13",3.37841126944159,0.687
"294","ENSG00000011485.15",3.77891372255394,0.948
"295","ENSG00000011523.14",3.32016256806437,0.451
"296","ENSG00000011566.15",2.52453026082936,0.008
"297","ENSG00000011590.14",4.07940808824656,0.283
"298","ENSG00000011600.12",4.62205571780876,0.663
"299","ENSG00000011638.11",3.750075846419,0.605
"300","ENSG00000011677.13",3.02281467328748,0.386
"301","ENSG00000012048.23",4.00123504007627,0.997
"302","ENSG00000012061.16",3.1576664542699,0.199
"303","ENSG00000012124.17",3.86426869402809,0.738
"304","ENSG00000012171.20",3.30930388119131,0.673
"305","ENSG00000012174.12",2.45392944008409,0.003
"306","ENSG00000012211.13",2.50049138876143,0.008
"307","ENSG00000012223.13",5.20604281855757,0.398
"308","ENSG00000012232.9",4.57545216602753,0.624
"309","ENSG00000012504.15",5.16582072454055,0.724
"310","ENSG00000012660.14",2.75153053487395,0.015
"311","ENSG00000012779.12",4.4633027831752,0.438
"312","ENSG00000012822.16",3.15761776160313,0.219
"313","ENSG00000012963.15",4.5038472708354,1.001
"314","ENSG00000012983.12",2.68168005303685,0.09
"315","ENSG00000013016.16",3.51908764110321,0.083
"316","ENSG00000013275.8",4.06190344831385,0.831
"317","ENSG00000013288.9",4.37255812102839,0.944
"318","ENSG00000013293.6",5.13189928869371,0.997
"319","ENSG00000013297.12",4.77367480363267,0.907
"320","ENSG00000013306.16",3.21927875412219,0.396
"321","ENSG00000013364.19",3.00954665996354,0.164
"322","ENSG00000013374.17",3.32571401542798,0.606
"323","ENSG00000013375.16",3.85136778860455,1.001
"324","ENSG00000013392.8",4.60448236747821,0.851
"325","ENSG00000013441.17",3.34609460092479,0.833
"326","ENSG00000013503.10",2.71932369480805,0.047
"327","ENSG00000013523.11",4.02431930645856,0.773
"328","ENSG00000013561.18",3.95228546929954,1
"329","ENSG00000013563.14",3.44363805777046,0.916
"330","ENSG00000013573.17",3.98005009188973,0.954
"331","ENSG00000013583.10",3.42036211337789,0.82
"332","ENSG00000013588.9",3.80209553023474,0.243
"333","ENSG00000013619.15",3.06635986950037,0.234
"334","ENSG00000013725.14",4.47155255143263,0.197
"335","ENSG00000013810.21",2.16778352828671,0.005
"336","ENSG00000014123.10",3.50302347735106,0.612
"337","ENSG00000014138.9",4.68065833228089,0.997
"338","ENSG00000014164.7",2.99942398371601,0.135
"339","ENSG00000014216.16",3.70883833385782,0.726
"340","ENSG00000014257.16",3.22215855137092,0.138
"341","ENSG00000014641.21",3.49917256274233,0.897
"342","ENSG00000014824.14",3.18179450575103,0.126
"343","ENSG00000014914.21",3.51959588879489,0.451
"344","ENSG00000014919.13",3.55433417734938,0.951
"345","ENSG00000015133.20",3.6573977813584,0.743
"346","ENSG00000015153.15",3.32842539303291,0.262
"347","ENSG00000015171.20",3.11697357628436,0.409
"348","ENSG00000015285.11",3.46295252697028,0.074
"349","ENSG00000015413.10",5.03052393577572,0.885
"350","ENSG00000015475.19",4.02063165250975,0.784
"351","ENSG00000015479.20",3.27292172956581,0.32
"352","ENSG00000015520.15",3.32951721707527,0.078
"353","ENSG00000015532.10",3.36621901105809,0.46
"354","ENSG00000015568.13",3.55877979263833,0.551
"355","ENSG00000015592.17",5.66446320008196,0.973
"356","ENSG00000015676.18",2.92158029430842,0.075
"357","ENSG00000016082.15",3.62842502989352,0.659
"358","ENSG00000016391.11",4.24046269958471,0.978
"359","ENSG00000016402.14",5.95401409536849,0.931
"360","ENSG00000016864.19",3.10566292402336,0.573
"361","ENSG00000017260.20",3.13021590645168,0.151
"362","ENSG00000017427.17",3.79601605922039,0.298
"363","ENSG00000017483.16",2.87227615186432,0.124
"364","ENSG00000017797.13",2.62679253269306,0.052
"365","ENSG00000018189.13",2.66926671488184,0.042
"366","ENSG00000018236.15",3.59087445278398,0.079
"367","ENSG00000018280.17",3.86045086113913,0.75
"368","ENSG00000018408.15",3.32922460787878,0.486
"369","ENSG00000018510.18",2.80030121270223,0.07
"370","ENSG00000018607.8",3.24869584535011,0.047
"371","ENSG00000018610.15",2.94940684762962,0.1
"372","ENSG00000018625.15",4.59739764989251,0.572
"373","ENSG00000018699.13",2.81235724534613,0.013
"374","ENSG00000018869.18",4.73,0.567
"375","ENSG00000019102.12",4.59464191621934,0.812
"376","ENSG00000019144.20",2.85284027408092,0.054
"377","ENSG00000019186.10",4.05563782828077,0.513
"378","ENSG00000019485.14",3.35141936585005,0.491
"379","ENSG00000019505.8",3.42391335472372,0.32
"380","ENSG00000019549.13",3.2759530269745,0.303
"381","ENSG00000019582.17",4.4692541652883,0.44
"382","ENSG00000019991.18",4.2924414195411,0.758
"383","ENSG00000019995.6",3.09002789324827,0.501
"384","ENSG00000020129.16",3.85577849154055,0.975
"385","ENSG00000020181.18",3.73173872254217,0.104
"386","ENSG00000020219.9",5.277277875474,0.704
"387","ENSG00000020256.20",3.34479447117454,0.422
"388","ENSG00000020426.11",2.37607661338406,0.002
"389","ENSG00000020577.14",3.78817419180237,0.489
"390","ENSG00000020633.19",5.13130033663179,0.408
"391","ENSG00000020922.13",3.20354486508651,0.664
"392","ENSG00000021300.14",3.59344189413274,0.781
"393","ENSG00000021355.13",3.05847708463965,0.23
"394","ENSG00000021461.18",4.54980448247776,0.705
"395","ENSG00000021488.13",4.45934420359255,0.455
"396","ENSG00000021574.13",2.43380428962773,0.007
"397","ENSG00000021645.20",3.95919065605916,0.714
"398","ENSG00000021762.20",3.80838785227342,0.817
"399","ENSG00000021776.11",2.93598525603382,0.084
"400","ENSG00000021826.18",3.48273986643084,0.352
"401","ENSG00000022267.19",4.75538444337462,0.862
"402","ENSG00000022277.13",3.43129689895052,0.831
"403","ENSG00000022355.18",3.81966028922327,0.274
"404","ENSG00000022556.16",3.73428267243524,0.28
"405","ENSG00000022567.10",2.92137021450725,0.181
"406","ENSG00000022840.17",2.91806952190476,0.056
"407","ENSG00000022976.16",3.89925846303556,0.878
"408","ENSG00000023041.12",3.73322085269997,1.001
"409","ENSG00000023171.20",2.99978012759373,0.063
"410","ENSG00000023191.17",3.13783304855813,0.603
"411","ENSG00000023228.14",3.59862616446197,0.981
"412","ENSG00000023287.13",2.18875810168465,0.001
"413","ENSG00000023318.9",3.14935323226857,0.551
"414","ENSG00000023330.15",3.37479778163422,0.582
"415","ENSG00000023445.16",4.58889775308348,0.951
"416","ENSG00000023516.9",2.84995554985069,0.147
"417","ENSG00000023572.10",3.38992177685476,0.714
"418","ENSG00000023608.5",3.27453427505136,0.23
"419","ENSG00000023697.13",3.18050607880228,0.518
"420","ENSG00000023734.11",3.2403763636748,0.25
"421","ENSG00000023839.12",3.20481999047462,0.132
"422","ENSG00000023892.11",4.43178645250715,0.806
"423","ENSG00000023902.14",3.48092951793603,0.297
"424","ENSG00000023909.10",3.39433791279749,0.499
"425","ENSG00000024048.11",3.41008878314454,0.202
"426","ENSG00000024422.12",3.42630179814644,0.738
"427","ENSG00000024526.17",2.04900128437736,0.002
"428","ENSG00000025039.15",4.56778996178584,0.514
"429","ENSG00000025156.13",3.26950034422836,0.584
"430","ENSG00000025293.17",3.09781041209807,0.324
"431","ENSG00000025423.11",3.49297606933751,0.483
"432","ENSG00000025434.19",3.07993396330387,0.351
"433","ENSG00000025708.14",3.12795723499506,0.214
"434","ENSG00000025770.19",3.86666566100402,1.001
"435","ENSG00000025772.8",2.81964680468386,0.049
"436","ENSG00000025796.14",3.50409446414662,0.658
"437","ENSG00000025800.14",2.74585142466399,0.003
"438","ENSG00000026025.16",3.05479913784458,0.115
"439","ENSG00000026036.22",3.79602674389546,0.97
"440","ENSG00000026103.23",2.6548641885498,0.073
"441","ENSG00000026297.17",3.99153857166098,0.728
"442","ENSG00000026508.21",3.52065224647837,0.544
"443","ENSG00000026559.14",3.7861599206485,0.603
"444","ENSG00000026652.15",2.71240087795095,0.085
"445","ENSG00000026751.17",4.49342018201012,0.956
"446","ENSG00000026950.17",3.23767842350084,0.341
"447","ENSG00000027001.10",3.7275790512513,0.926
"448","ENSG00000027075.17",4.8806988755828,0.815
"449","ENSG00000027644.5",3.418577762285,0.186
"450","ENSG00000027697.15",3.5613741968047,0.151
"451","ENSG00000027847.14",3.32622352206102,0.68
"452","ENSG00000027869.12",3.10694901020345,0.181
"453","ENSG00000028116.18",3.58890519070249,0.74
"454","ENSG00000028137.19",4.6737659274358,0.93
"455","ENSG00000028203.19",2.78987181909765,0.049
"456","ENSG00000028277.22",3.74389616361729,0.135
"457","ENSG00000028310.18",3.44690299140325,0.815
"458","ENSG00000028528.15",3.05638254611887,0.075
"459","ENSG00000028839.10",2.98586621599967,0.259
"460","ENSG00000029153.15",3.44489788544172,0.735
"461","ENSG00000029363.17",3.34987102494984,0.683
"462","ENSG00000029364.12",3.06502558938572,0.171
"463","ENSG00000029534.21",3.46457971341299,0.748
"464","ENSG00000029559.7",3.81,0.292
"465","ENSG00000029639.11",3.1284378603097,0.385
"466","ENSG00000029725.17",2.80623541553074,0.046
"467","ENSG00000029993.15",2.22693157478866,0.002
"468","ENSG00000030066.13",2.96501998746696,0.194
"469","ENSG00000030110.14",3.12760725296388,0.23
"470","ENSG00000030304.15",2.68077463602649,0.013
"471","ENSG00000030419.17",3.35128669484403,0.352
"472","ENSG00000030582.18",3.23527369148324,0.783
"473","ENSG00000031003.11",2.64165156170939,0.047
"474","ENSG00000031691.7",4.0567500729442,1.001
"475","ENSG00000031698.13",3.5528536335914,0.934
"476","ENSG00000031823.14",3.19273937689944,0.579
"477","ENSG00000032219.19",2.29888443418175,0.01
"478","ENSG00000032389.13",4.15212797071245,0.587
"479","ENSG00000032444.17",3.14660738090192,0.395
"480","ENSG00000032742.18",3.66416258235243,0.87
"481","ENSG00000033011.14",3.89546322011089,0.767
"482","ENSG00000033030.15",3.93677840697617,0.955
"483","ENSG00000033050.9",3.40766942086249,0.572
"484","ENSG00000033100.17",3.00634509272737,0.005
"485","ENSG00000033122.21",4.41161607217465,0.934
"486","ENSG00000033170.17",3.08828932352821,0.275
"487","ENSG00000033178.13",2.86239403826805,0.087
"488","ENSG00000033327.13",3.79799121543159,0.928
"489","ENSG00000033627.17",2.87664000882322,0.027
"490","ENSG00000033800.14",3.66656293336791,0.728
"491","ENSG00000033867.17",2.44350292811936,0.009
"492","ENSG00000034053.15",6.04088693794926,0.964
"493","ENSG00000034152.19",4.59704035242846,0.784
"494","ENSG00000034239.11",2.76093848281618,0.029
"495","ENSG00000034510.6",3.38454987410994,0.275
"496","ENSG00000034533.12",4.65665515218491,0.807
"497","ENSG00000034677.13",4.05940482070262,0.944
"498","ENSG00000034693.15",3.13989273990801,0.438
"499","ENSG00000034713.8",3.46940175486256,0.709
"500","ENSG00000034971.17",5.02814731739709,0.609
"501","ENSG00000035115.22",3.73964858744223,0.535
"502","ENSG00000035141.8",3.16665713737676,0.441
"503","ENSG00000035403.18",3.67919794037561,0.427
"504","ENSG00000035499.13",1.83269059593074,0.002
"505","ENSG00000035664.11",3.7999590079663,0.366
"506","ENSG00000035681.9",2.84982912548121,0.057
"507","ENSG00000035687.10",2.56220949761723,0.01
"508","ENSG00000035720.8",3.39088898638103,0.061
"509","ENSG00000035862.12",3.12860342566202,0.473
"510","ENSG00000035928.17",3.41160813269369,0.478
"511","ENSG00000036054.13",2.74675711675733,0.074
"512","ENSG00000036257.14",2.6206260638327,0.025
"513","ENSG00000036448.10",2.96204007096898,0.098
"514","ENSG00000036530.9",2.64349265298625,0.027
"515","ENSG00000036549.13",2.83909928814508,0.098
"516","ENSG00000036565.15",5.30082668801032,0.958
"517","ENSG00000036672.16",4.65162634044179,0.917
"518","ENSG00000037042.9",3.5244763301323,0.84
"519","ENSG00000037241.7",3.6623829622187,0.953
"520","ENSG00000037280.16",3.15412740110043,0.244
"521","ENSG00000037474.15",3.02967313397193,0.208
"522","ENSG00000037637.11",3.55613110372262,0.984
"523","ENSG00000037749.13",2.98784132224854,0.104
"524","ENSG00000037757.14",4.12289553535271,0.998
"525","ENSG00000037897.17",3.08667786277864,0.3
"526","ENSG00000037965.6",2.99318729049618,0.198
"527","ENSG00000038002.9",3.1490887138638,0.581
"528","ENSG00000038210.14",3.48922636131196,0.824
"529","ENSG00000038219.13",2.56757151252581,0.005
"530","ENSG00000038274.17",2.43966071817767,0.002
"531","ENSG00000038295.8",3.18321381653566,0.25
"532","ENSG00000038358.15",3.14482826666123,0.506
"533","ENSG00000038382.21",3.80626376565209,0.116
"534","ENSG00000038427.16",4.47085269808412,0.794
"535","ENSG00000038532.16",3.5636346039225,0.844
"536","ENSG00000038945.15",4.35321946570167,0.75
"537","ENSG00000039068.20",4.20955605449257,0.463
"538","ENSG00000039123.16",2.69273432666508,0.038
