"","GENE","SCORE","FDR"
"39","ENSG00000003400.15",4.51011405358283,0.968
"40","ENSG00000003402.21",2.82854096282125,0.139
"41","ENSG00000003436.16",3.29070189133028,0.296
"42","ENSG00000003509.16",3.25527969173414,0.493
"43","ENSG00000003756.17",3.61734505168458,0.933
"44","ENSG00000003987.14",3.52944965101053,0.473
"45","ENSG00000003989.18",2.54365332153837,0.077
"46","ENSG00000004059.11",3.60199451908066,0.188
"47","ENSG00000004139.14",3.69223822148847,0.846
"48","ENSG00000004142.12",3.64225390442805,0.895
"49","ENSG00000004399.13",3.41441573506795,0.547
"50","ENSG00000004455.17",3.07777416684327,0.266
"51","ENSG00000004468.13",4.39134297497298,0.206
"52","ENSG00000004478.8",3.04027250210775,0.014
"53","ENSG00000004487.18",3.1544319564994,0.02
"54","ENSG00000004534.15",3.18839058298102,0.025
"55","ENSG00000004660.15",4.49690853202559,0.746
"56","ENSG00000004700.16",3.72339721710067,0.976
"57","ENSG00000004766.17",2.89713967340584,0.146
"58","ENSG00000004776.13",4.47379878778025,0.539
"59","ENSG00000004777.19",4.51245937894216,0.861
"60","ENSG00000004779.10",3.48256181137306,0.069
"61","ENSG00000004799.8",3.96862851620195,0.758
"62","ENSG00000004838.14",3.29294663725754,0.398
"63","ENSG00000004846.17",4.95147218253114,0.845
"64","ENSG00000004848.8",3.80678074103819,0.246
"65","ENSG00000004864.14",2.82981051473912,0.172
"66","ENSG00000004866.22",2.18683851166462,0.013
"67","ENSG00000004897.12",2.12483697068872,0.005
"68","ENSG00000004939.16",5.16593690965161,0.929
"69","ENSG00000004948.16",4.50724971573983,0.316
"70","ENSG00000004961.15",3.31361767711073,0.038
"71","ENSG00000004975.12",3.7000096812482,0.952
"72","ENSG00000005001.10",4.35788818303666,0.566
"73","ENSG00000005007.13",2.96414278583131,0.325
"74","ENSG00000005020.13",2.72679942296475,0.005
"75","ENSG00000005022.6",3.6352401039196,0.953
"76","ENSG00000005059.16",3.72569638646135,0.993
"77","ENSG00000005073.6",5.40171688642834,0.935
"78","ENSG00000005100.13",3.37409222821512,0.522
"79","ENSG00000005102.14",3.87417420226884,0.577
"80","ENSG00000005108.17",5.20194869311097,0.626
"81","ENSG00000005156.12",2.76583565107599,0.183
"82","ENSG00000005175.10",3.0621223767662,0.088
"83","ENSG00000005187.12",3.48333024047684,0.157
"84","ENSG00000005189.20",4.14813904005155,0.879
"85","ENSG00000005194.15",3.43581403710257,0.048
"86","ENSG00000005206.17",3.56081039565119,0.966
"87","ENSG00000005238.20",3.9229456294062,0.919
"88","ENSG00000005243.10",3.44898042959189,0.078
"89","ENSG00000005249.13",3.6878045113555,0.489
"90","ENSG00000005302.19",3.75699383396574,0.917
"91","ENSG00000005339.15",2.37750679478033,0.004
"92","ENSG00000005379.17",4.31787058418008,0.948
"93","ENSG00000005381.8",5.26,0.848
"94","ENSG00000005421.9",4.83608425917842,0.628
"95","ENSG00000005436.14",3.28038441542549,0.481
"96","ENSG00000005448.17",3.68367527940547,0.963
"97","ENSG00000005469.12",4.03749243225286,0.998
"98","ENSG00000005471.19",4.39411578033279,0.55
"99","ENSG00000005483.22",2.04172049932599,0.003
"100","ENSG00000005486.17",3.70392117730633,0.883
"101","ENSG00000005513.10",4.81072811229969,0.731
"102","ENSG00000005700.15",2.95514972944369,0.048
"103","ENSG00000005801.18",3.29942568293244,0.156
"104","ENSG00000005810.19",2.99836171646649,0.322
"105","ENSG00000005812.11",3.07379077647991,0.073
"106","ENSG00000005844.19",3.81125835878075,0.764
"107","ENSG00000005882.12",2.78313268608192,0.23
"108","ENSG00000005884.18",2.77050516408927,0.058
"109","ENSG00000005889.16",2.93655490655851,0.271
"110","ENSG00000005893.16",2.51606610832874,0.034
"111","ENSG00000005961.19",4.40346098348413,0.856
"112","ENSG00000005981.13",3.87062509352074,0.496
"113","ENSG00000006007.12",3.40296511547744,0.081
"114","ENSG00000006015.18",3.69892104451215,0.972
"115","ENSG00000006016.12",3.51979118177142,0.811
"116","ENSG00000006025.12",4.1096070234301,0.985
"117","ENSG00000006042.12",3.0484056258311,0.275
"118","ENSG00000006047.13",3.75946384172286,0.158
"119","ENSG00000006062.18",3.22182927339104,0.503
"120","ENSG00000006071.16",3.92093948612845,0.72
"121","ENSG00000006118.15",3.56114476036524,0.931
"122","ENSG00000006125.18",3.32192590427941,0.013
"123","ENSG00000006128.12",5.36,1.001
"124","ENSG00000006194.10",3.30549076790131,0.491
"125","ENSG00000006210.7",4.72603904255157,0.502
"126","ENSG00000006282.21",3.50769157069554,0.906
"127","ENSG00000006283.18",3.01914924630072,0.478
"128","ENSG00000006327.14",3.50397627780662,0.714
"129","ENSG00000006377.11",4.22330954817087,0.632
"130","ENSG00000006432.16",3.58580196715587,0.368
"131","ENSG00000006451.8",3.29685600548312,0.225
"132","ENSG00000006453.14",3.27117330884689,0.264
"133","ENSG00000006459.11",3.08690846019323,0.389
"134","ENSG00000006468.14",3.82671175468112,0.676
"135","ENSG00000006530.18",3.31222218400368,0.639
"136","ENSG00000006534.17",4.07331571023843,0.984
"137","ENSG00000006555.11",3.91191688702682,0.462
"138","ENSG00000006576.16",3.73048510672967,0.994
"139","ENSG00000006606.9",4.35619797106188,0.227
"140","ENSG00000006607.14",3.23295083636696,0.548
"141","ENSG00000006611.17",4.11828345983262,0.884
"142","ENSG00000006625.18",3.65316478564267,0.936
"143","ENSG00000006634.8",2.84205678812281,0.13
"144","ENSG00000006638.13",3.13907242056496,0.141
"145","ENSG00000006652.15",2.66297092062059,0.078
"146","ENSG00000006695.12",3.40991361998659,0.273
"147","ENSG00000006704.11",2.74142608898206,0.098
"148","ENSG00000006712.15",3.4130782400892,0.393
"149","ENSG00000006715.16",3.40718931210732,0.871
"150","ENSG00000006740.18",3.44332735100176,0.677
"151","ENSG00000006744.19",3.90964581304643,0.662
"152","ENSG00000006747.15",3.82025441834746,0.637
"153","ENSG00000006756.16",4.54327256988771,0.829
"154","ENSG00000006757.12",2.99350421146988,0.167
"155","ENSG00000006788.14",3.87734169297821,0.107
"156","ENSG00000006831.10",3.08113597306622,0.01
"157","ENSG00000006837.12",2.98416656634795,0.093
"158","ENSG00000007038.11",3.22549791209062,0.186
"159","ENSG00000007047.16",2.18299848118758,0.018
"160","ENSG00000007062.12",4.31152705874253,0.42
"161","ENSG00000007080.11",3.43640365994598,0.889
"162","ENSG00000007129.18",4.837069786651,0.472
"163","ENSG00000007168.14",3.52157806155989,0.09
"164","ENSG00000007171.18",7.19867365581113,0.96
"165","ENSG00000007174.18",2.97607624965613,0.122
"166","ENSG00000007202.15",3.5109123399873,0.401
"167","ENSG00000007216.16",3.74584680002504,0.281
"168","ENSG00000007237.19",4.48961056532744,0.968
"169","ENSG00000007255.10",3.55944394198637,0.501
"170","ENSG00000007264.15",3.02668003908304,0.31
"171","ENSG00000007306.15",4.46,0.451
"172","ENSG00000007312.13",4.22933709071567,0.681
"173","ENSG00000007314.12",4.34531259011805,0.807
"174","ENSG00000007341.19",3.18026225910966,0.711
"175","ENSG00000007350.17",3.74249526998081,0.231
"176","ENSG00000007372.25",3.6990223433522,0.702
"177","ENSG00000007376.8",3.48052115660256,0.885
"178","ENSG00000007384.15",3.54250977204627,0.863
"179","ENSG00000007392.17",3.47176318868996,0.83
"180","ENSG00000007402.12",5.6664010051157,0.762
"181","ENSG00000007516.14",4.61795328448521,0.958
"182","ENSG00000007520.4",3.21945423424006,0.503
"183","ENSG00000007541.17",4.02291403070957,0.974
"184","ENSG00000007545.16",2.51009001162407,0.046
"185","ENSG00000007908.16",4.80031553564024,0.383
"186","ENSG00000007923.17",3.16653585447203,0.047
"187","ENSG00000007933.13",2.79088746537498,0.151
"188","ENSG00000007944.15",3.2290079677692,0.618
"189","ENSG00000007952.18",2.99382857431874,0.28
"190","ENSG00000007968.7",4.66478765088685,0.833
"191","ENSG00000008018.9",3.33079026777993,0.273
"192","ENSG00000008056.14",3.05677758056964,0.251
"193","ENSG00000008083.14",1.83718363809693,0.002
"194","ENSG00000008086.13",3.92661340434481,0.994
"195","ENSG00000008118.10",5.22814331826369,0.911
"196","ENSG00000008128.23",3.23403034773861,0.357
"197","ENSG00000008130.15",3.2766848272426,0.049
"198","ENSG00000008226.20",6.79101266074069,1.001
"199","ENSG00000008256.16",3.16485679548677,0.477
"200","ENSG00000008277.15",3.65695523346807,0.982
"201","ENSG00000008282.9",2.45413420592899,0.054
"202","ENSG00000008283.16",3.03437030076619,0.375
"203","ENSG00000008294.22",2.58889585385192,0.013
"204","ENSG00000008300.17",3.30875292311145,0.639
"205","ENSG00000008311.16",3.17284149174604,0.286
"206","ENSG00000008323.16",3.23701027063054,0.072
"207","ENSG00000008324.12",3.00554806950023,0.379
"208","ENSG00000008382.16",3.47132119941077,0.511
"209","ENSG00000008394.13",3.01407967930102,0.031
"210","ENSG00000008405.12",3.55628634644268,0.662
"211","ENSG00000008438.5",4.63058088880922,0.822
"212","ENSG00000008441.19",3.01251996633246,0.123
"213","ENSG00000008513.16",3.78712084487034,0.676
"214","ENSG00000008516.18",4.52467771964465,0.826
"215","ENSG00000008517.19",3.39445393743266,0.602
"216","ENSG00000008710.20",2.75258348172001,0.057
"217","ENSG00000008735.14",2.46254056785028,0.041
"218","ENSG00000008838.21",3.4086304640572,0.866
"219","ENSG00000008853.18",4.43346157565948,1.001
"220","ENSG00000008869.12",3.74615080646095,0.762
"221","ENSG00000008952.17",2.84658855470051,0.05
"222","ENSG00000008988.11",3.31240070521293,0.12
"223","ENSG00000009307.17",2.99795086266192,0.023
"224","ENSG00000009335.18",3.16063202361302,0.065
"225","ENSG00000009413.16",3.50305127068938,0.978
"226","ENSG00000009694.13",2.50044061690523,0.061
"227","ENSG00000009709.12",5.179282239084,0.925
"228","ENSG00000009724.17",2.51104419624912,0.038
"229","ENSG00000009765.15",4.36102310565998,0.463
"230","ENSG00000009780.16",3.62068662411793,0.697
"231","ENSG00000009790.15",3.08166999202607,0.025
"232","ENSG00000009830.13",2.61815747775844,0.02
"233","ENSG00000009844.16",3.12829936137675,0.033
"234","ENSG00000009950.16",3.40992199036116,0.716
"235","ENSG00000009954.11",2.70213879196245,0.019
"236","ENSG00000010017.13",3.53218534784077,0.961
"237","ENSG00000010030.14",5.09943993624854,0.95
"238","ENSG00000010072.16",3.29605061273864,0.359
"239","ENSG00000010165.20",3.11718662272638,0.099
"240","ENSG00000010219.14",3.3739923734815,0.644
"241","ENSG00000010244.19",2.8674997615357,0.011
"242","ENSG00000010256.11",3.7380725612472,0.937
"243","ENSG00000010270.14",2.48064580089792,0.07
"244","ENSG00000010278.15",2.68798708374678,0.066
"245","ENSG00000010282.15",5.02363929136149,0.723
"246","ENSG00000010292.13",1.76930445654728,0.002
"247","ENSG00000010295.20",3.75876915445782,0.324
"248","ENSG00000010310.9",4.51986324210679,0.964
"249","ENSG00000010318.22",3.13467299265576,0.498
"250","ENSG00000010319.7",4.48441921509724,0.898
"251","ENSG00000010322.16",3.77841945112977,0.98
"252","ENSG00000010327.10",5.033429824805,0.8
"253","ENSG00000010361.14",4.3859285039716,0.988
"254","ENSG00000010379.16",3.1970090821654,0.254
"255","ENSG00000010404.18",3.35022281534527,0.716
"256","ENSG00000010438.17",4.37559569623744,0.412
"257","ENSG00000010539.12",3.45996156182242,0.66
"258","ENSG00000010610.10",2.82285680633547,0.099
"259","ENSG00000010626.15",3.13030760589036,0.413
"260","ENSG00000010671.17",4.88075753702111,0.694
"261","ENSG00000010704.19",3.31824247617635,0.773
"262","ENSG00000010803.16",2.830322287772,0.165
"263","ENSG00000010810.17",3.20033581253664,0.316
"264","ENSG00000010818.10",3.26261588991186,0.475
"265","ENSG00000010932.17",5.27894775208599,0.992
"266","ENSG00000011007.13",4.0961483255237,0.455
"267","ENSG00000011009.11",2.98151962788148,0.426
"268","ENSG00000011021.23",3.13783957071466,0.474
"269","ENSG00000011028.14",3.33237331719599,0.714
"270","ENSG00000011052.21",2.98707441487703,0.173
"271","ENSG00000011083.9",5.94297871367078,0.99
"272","ENSG00000011105.14",3.65089149168264,0.685
"273","ENSG00000011114.15",3.34054128882458,0.092
"274","ENSG00000011132.12",3.29495765963524,0.453
"275","ENSG00000011143.19",3.41080396309997,0.58
"276","ENSG00000011198.10",3.88674602012593,1.001
"277","ENSG00000011201.12",3.15350063077753,0.459
"278","ENSG00000011243.19",3.02899354749623,0.268
"279","ENSG00000011258.16",2.25197336829181,0.004
"280","ENSG00000011260.14",3.12377516180461,0.023
"281","ENSG00000011275.19",3.53368404062473,0.485
"282","ENSG00000011295.16",3.64687953357895,0.776
"283","ENSG00000011304.22",2.79616633425031,0.089
"284","ENSG00000011332.22",4.57937164275806,0.99
"285","ENSG00000011347.10",3.4438042197803,0.575
"286","ENSG00000011376.12",2.62522782912693,0.045
"287","ENSG00000011405.14",2.83990496901018,0.03
"288","ENSG00000011422.12",2.69647347238874,0.085
"289","ENSG00000011426.11",1.86282291121054,0.007
"290","ENSG00000011451.21",3.07222018259418,0.581
"291","ENSG00000011454.18",2.58137788438941,0.047
"292","ENSG00000011465.18",4.0741999052654,0.737
"293","ENSG00000011478.13",3.48841126944159,0.731
"294","ENSG00000011485.15",3.79672479138881,0.974
"295","ENSG00000011523.14",3.68550981045509,0.787
"296","ENSG00000011566.15",2.85192835690115,0.018
"297","ENSG00000011590.14",4.25369604404889,0.578
"298","ENSG00000011600.12",4.87205571780876,0.724
"299","ENSG00000011638.11",3.34075533135624,0.472
"300","ENSG00000011677.13",3.13281467328748,0.531
"301","ENSG00000012048.23",4.09389621515603,1.001
"302","ENSG00000012061.16",3.47620974482565,0.328
"303","ENSG00000012124.17",4.17426869402809,0.883
"304","ENSG00000012171.20",3.41408369475944,0.709
"305","ENSG00000012174.12",2.42216245904892,0.002
"306","ENSG00000012211.13",2.51858072080838,0.019
"307","ENSG00000012223.13",5.12136467388677,0.504
"308","ENSG00000012232.9",3.72658756777557,0.492
"309","ENSG00000012504.15",5.07582072454055,0.713
"310","ENSG00000012660.14",2.90159354617692,0.005
"311","ENSG00000012779.12",4.76109923952242,0.493
"312","ENSG00000012822.16",3.28051259020153,0.586
"313","ENSG00000012963.15",4.4538472708354,1
"314","ENSG00000012983.12",3.00922482127499,0.277
"315","ENSG00000013016.16",3.91379476225618,0.185
"316","ENSG00000013275.8",3.04677270495051,0.248
"317","ENSG00000013288.9",3.18255812102839,0.492
"318","ENSG00000013293.6",4.48567182878879,0.964
"319","ENSG00000013297.12",4.88367480363267,0.964
"320","ENSG00000013306.16",3.46960346716146,0.343
"321","ENSG00000013364.19",3.11954665996354,0.171
"322","ENSG00000013374.17",3.57571401542798,0.842
"323","ENSG00000013375.16",3.82371943826975,0.998
"324","ENSG00000013392.8",3.94873408889848,0.824
"325","ENSG00000013441.17",3.37771009412375,0.837
"326","ENSG00000013503.10",2.82932369480805,0.072
"327","ENSG00000013523.11",4.13827959092156,0.918
"328","ENSG00000013561.18",4.08139012310793,0.997
"329","ENSG00000013563.14",3.51556930404668,0.956
"330","ENSG00000013573.17",4.04788534199724,0.989
"331","ENSG00000013583.10",3.68883166060308,0.963
"332","ENSG00000013588.9",3.35209553023474,0.286
"333","ENSG00000013619.15",3.39615186510198,0.435
"334","ENSG00000013725.14",3.62155255143263,0.065
"335","ENSG00000013810.21",2.16051218139731,0.015
"336","ENSG00000014123.10",3.45302347735106,0.792
"337","ENSG00000014138.9",4.68832232753596,0.997
"338","ENSG00000014164.7",3.28938570856353,0.25
"339","ENSG00000014216.16",3.01080431638257,0.33
"340","ENSG00000014257.16",3.33215855137092,0.251
"341","ENSG00000014641.21",3.789509509445,0.929
"342","ENSG00000014824.14",3.47261954164046,0.127
"343","ENSG00000014914.21",3.62959588879489,0.78
"344","ENSG00000014919.13",3.8038974414712,0.964
"345","ENSG00000015133.20",3.71280643722385,0.817
"346","ENSG00000015153.15",2.23530375704105,0.044
"347","ENSG00000015171.20",3.02592662612079,0.17
"348","ENSG00000015285.11",3.95295252697028,0.11
"349","ENSG00000015413.10",4.53127656339735,0.837
"350","ENSG00000015475.19",3.82837966067539,0.878
"351","ENSG00000015479.20",3.55186303876431,0.191
"352","ENSG00000015520.15",3.10564638662434,0.038
"353","ENSG00000015532.10",2.89655525106004,0.254
"354","ENSG00000015568.13",3.16631279822593,0.347
"355","ENSG00000015592.17",5.43697991694975,0.96
"356","ENSG00000015676.18",3.03722340085394,0.009
"357","ENSG00000016082.15",3.72179540849941,0.798
"358","ENSG00000016391.11",4.15584753680463,0.952
"359","ENSG00000016402.14",5.42435999882525,0.972
"360","ENSG00000016864.19",3.17061582368611,0.567
"361","ENSG00000017260.20",3.28901556142904,0.032
"362","ENSG00000017427.17",3.53157911425087,0.414
"363","ENSG00000017483.16",2.41557454820034,0.012
"364","ENSG00000017797.13",2.64731277525101,0.052
"365","ENSG00000018189.13",2.77926671488184,0.092
"366","ENSG00000018236.15",3.74693991711849,0.156
"367","ENSG00000018280.17",3.3217894045413,0.495
"368","ENSG00000018408.15",3.09928196568102,0.38
"369","ENSG00000018510.18",1.82833012107888,0.002
"370","ENSG00000018607.8",2.70185512838057,0.002
"371","ENSG00000018610.15",3.22114692749886,0.147
"372","ENSG00000018625.15",4.47338278953381,0.657
"373","ENSG00000018699.13",3.02989783039411,0.008
"374","ENSG00000018869.18",5.14,0.614
"375","ENSG00000019102.12",4.71251572526581,0.876
"376","ENSG00000019144.20",3.26284027408092,0.332
"377","ENSG00000019186.10",4.44563782828078,0.802
"378","ENSG00000019485.14",3.34115783199576,0.53
"379","ENSG00000019505.8",3.2843166634049,0.327
"380","ENSG00000019549.13",3.62020177892147,0.63
"381","ENSG00000019582.17",4.8792541652883,0.52
"382","ENSG00000019991.18",4.37558179506199,0.938
"383","ENSG00000019995.6",3.01584564869321,0.253
"384","ENSG00000020129.16",3.62204529943768,0.869
"385","ENSG00000020181.18",4.03631867843096,0.362
"386","ENSG00000020219.9",5.047277875474,0.548
"387","ENSG00000020256.20",3.60772842078273,0.494
"388","ENSG00000020426.11",2.1605028980004,0.001
"389","ENSG00000020577.14",4.07334015297505,0.638
"390","ENSG00000020633.19",4.10887325876256,0.141
"391","ENSG00000020922.13",3.31354486508651,0.823
"392","ENSG00000021300.14",3.61811657747974,0.822
"393","ENSG00000021355.13",3.08548301287507,0.335
"394","ENSG00000021461.18",4.59428887443763,0.846
"395","ENSG00000021488.13",4.39475053541242,0.503
"396","ENSG00000021574.13",2.2162093130561,0.016
"397","ENSG00000021645.20",4.09839439156659,0.78
"398","ENSG00000021762.20",3.34341964075014,0.599
"399","ENSG00000021776.11",3.15199204610001,0.075
"400","ENSG00000021826.18",3.41819442415536,0.629
"401","ENSG00000022267.19",4.13392507926163,0.795
"402","ENSG00000022277.13",3.620828406831,0.44
"403","ENSG00000022355.18",4.26966028922327,0.34
"404","ENSG00000022556.16",4.01671610732972,0.33
"405","ENSG00000022567.10",2.66007736852531,0.149
"406","ENSG00000022840.17",3.14545809362835,0.022
"407","ENSG00000022976.16",3.77727776259038,0.967
"408","ENSG00000023041.12",3.71931926249988,0.999
"409","ENSG00000023171.20",2.30978012759373,0.032
"410","ENSG00000023191.17",3.23943237760607,0.407
"411","ENSG00000023228.14",3.91580250626057,1.001
"412","ENSG00000023287.13",2.22128678921693,0.001
"413","ENSG00000023318.9",3.10988703063799,0.096
"414","ENSG00000023330.15",3.1757942299475,0.284
"415","ENSG00000023445.16",4.76207787692061,0.979
"416","ENSG00000023516.9",3.05995554985069,0.289
"417","ENSG00000023572.10",3.33140305591452,0.603
"418","ENSG00000023608.5",3.92453427505136,0.555
"419","ENSG00000023697.13",3.13422760165533,0.406
"420","ENSG00000023734.11",3.47045412045882,0.081
"421","ENSG00000023839.12",3.18325826157415,0.459
"422","ENSG00000023892.11",3.9345331412951,0.818
"423","ENSG00000023902.14",2.62674646572461,0.111
"424","ENSG00000023909.10",3.74954923489901,0.821
"425","ENSG00000024048.11",3.58662824643959,0.252
"426","ENSG00000024422.12",3.41310466490369,0.515
"427","ENSG00000024526.17",2.48360027280973,0.016
"428","ENSG00000025039.15",4.27660161057221,0.266
"429","ENSG00000025156.13",3.37950034422836,0.687
"430","ENSG00000025293.17",3.32647229741107,0.409
"431","ENSG00000025423.11",3.46629072259903,0.524
"432","ENSG00000025434.19",2.72386984008256,0.151
"433","ENSG00000025708.14",2.59799825095131,0.092
"434","ENSG00000025770.19",3.97666566100402,1.001
"435","ENSG00000025772.8",2.92780942501416,0.022
"436","ENSG00000025796.14",3.71417383359034,0.322
"437","ENSG00000025800.14",3.15585142466399,0.022
"438","ENSG00000026025.16",3.19066870721516,0.042
"439","ENSG00000026036.22",3.90602674389546,0.994
"440","ENSG00000026103.23",3.17678093066398,0.279
"441","ENSG00000026297.17",4.22886894962105,0.892
"442","ENSG00000026508.21",2.93988757892788,0.255
"443","ENSG00000026559.14",3.0961599206485,0.309
"444","ENSG00000026652.15",2.79387642852747,0.11
"445","ENSG00000026751.17",4.52829106466402,0.97
"446","ENSG00000026950.17",3.41116572843693,0.526
"447","ENSG00000027001.10",3.98159480960315,0.958
"448","ENSG00000027075.17",4.62483694563841,0.948
"449","ENSG00000027644.5",3.16542090186575,0.344
"450","ENSG00000027697.15",3.24077835146278,0.258
"451","ENSG00000027847.14",3.28718199328067,0.322
"452","ENSG00000027869.12",2.72094958990555,0.11
"453","ENSG00000028116.18",3.18285063927881,0.332
"454","ENSG00000028137.19",4.33147618489334,0.95
"455","ENSG00000028203.19",2.9893549987095,0.046
"456","ENSG00000028277.22",3.32826000246397,0.1
"457","ENSG00000028310.18",3.65690299140325,0.734
"458","ENSG00000028528.15",3.45268503962058,0.289
"459","ENSG00000028839.10",3.0792627780161,0.368
"460","ENSG00000029153.15",3.46480486693375,0.686
"461","ENSG00000029363.17",3.53866665163223,0.778
"462","ENSG00000029364.12",3.26169956456957,0.12
"463","ENSG00000029534.21",3.70675354526076,0.906
"464","ENSG00000029559.7",4.46,0.431
"465","ENSG00000029639.11",3.26890695348929,0.487
"466","ENSG00000029725.17",2.88526815926665,0.001
"467","ENSG00000029993.15",1.99827048019954,0.001
"468","ENSG00000030066.13",3.11354568091552,0.229
"469","ENSG00000030110.14",3.02934363580407,0.055
"470","ENSG00000030304.15",2.56158812145322,0.009
"471","ENSG00000030419.17",3.32940975987251,0.536
"472","ENSG00000030582.18",3.42793402371842,0.951
"473","ENSG00000031003.11",2.55829910437977,0.011
"474","ENSG00000031691.7",4.0067500729442,0.994
"475","ENSG00000031698.13",3.7028536335914,0.935
"476","ENSG00000031823.14",3.08662505014222,0.294
"477","ENSG00000032219.19",2.16604101253024,0.013
"478","ENSG00000032389.13",3.55106686902003,0.595
"479","ENSG00000032444.17",2.84105556753997,0.211
"480","ENSG00000032742.18",3.64278801099306,0.936
"481","ENSG00000033011.14",3.64754093408674,0.823
"482","ENSG00000033030.15",4.04677840697617,0.989
"483","ENSG00000033050.9",2.93691311474621,0.221
"484","ENSG00000033100.17",3.62698906165738,0.127
"485","ENSG00000033122.21",4.27174216943478,0.978
"486","ENSG00000033170.17",3.19828932352821,0.448
"487","ENSG00000033178.13",2.94081568578687,0.019
"488","ENSG00000033327.13",3.94799121543159,0.966
"489","ENSG00000033627.17",3.20918745870592,0.184
"490","ENSG00000033800.14",3.45290936098681,0.772
"491","ENSG00000033867.17",2.2328161581185,0.014
"492","ENSG00000034053.15",5.38617658891757,0.961
"493","ENSG00000034152.19",4.30090621084232,0.77
"494","ENSG00000034239.11",3.23035665975624,0.042
"495","ENSG00000034510.6",3.6605674703147,0.13
"496","ENSG00000034533.12",3.58895269024219,0.431
"497","ENSG00000034677.13",4.39072656368584,0.987
"498","ENSG00000034693.15",3.17165811421896,0.538
"499","ENSG00000034713.8",3.80686973008361,0.704
"500","ENSG00000034971.17",5.27814731739709,0.686
"501","ENSG00000035115.22",3.45406189193332,0.551
"502","ENSG00000035141.8",2.95700971654776,0.231
"503","ENSG00000035403.18",2.75699682382325,0.135
"504","ENSG00000035499.13",2.52288312206875,0.05
"505","ENSG00000035664.11",3.53906278798791,0.532
"506","ENSG00000035681.9",3.0990145880908,0.068
"507","ENSG00000035687.10",2.83428263023868,0.044
"508","ENSG00000035720.8",3.58088898638103,0.049
"509","ENSG00000035862.12",3.07860342566202,0.159
"510","ENSG00000035928.17",3.65709995046802,0.384
"511","ENSG00000036054.13",3.02070522513256,0.305
"512","ENSG00000036257.14",2.53006830040778,0.003
"513","ENSG00000036448.10",3.36311199986111,0.084
"514","ENSG00000036530.9",2.68362364912949,0.032
"515","ENSG00000036549.13",3.04909928814508,0.203
"516","ENSG00000036565.15",5.51082668801032,0.947
"517","ENSG00000036672.16",4.36359310034525,0.954
"518","ENSG00000037042.9",3.6344763301323,0.936
"519","ENSG00000037241.7",3.52136508148542,0.889
"520","ENSG00000037280.16",3.18988528820781,0.283
"521","ENSG00000037474.15",2.7932975405312,0.075
"522","ENSG00000037637.11",3.59115116264362,0.892
"523","ENSG00000037749.13",3.13783565103414,0.042
"524","ENSG00000037757.14",4.07289553535271,0.989
"525","ENSG00000037897.17",3.10408920756337,0.367
"526","ENSG00000037965.6",2.77521817158663,0.146
"527","ENSG00000038002.9",3.19901530762598,0.77
"528","ENSG00000038210.14",3.61516337027453,0.879
"529","ENSG00000038219.13",2.95420636191748,0.047
"530","ENSG00000038274.17",2.80211590036767,0.009
"531","ENSG00000038295.8",2.94948085587055,0.375
"532","ENSG00000038358.15",3.45482826666123,0.829
"533","ENSG00000038382.21",3.02998367095472,0.105
"534","ENSG00000038427.16",4.63922723539437,0.92
"535","ENSG00000038532.16",3.6736346039225,0.757
"536","ENSG00000038945.15",4.46321946570167,0.819
"537","ENSG00000039068.20",4.52933210605059,0.491
"538","ENSG00000039123.16",2.63999285047731,0.011
