"","GENE","SCORE","FDR"
"44","ENSG00000003987.14",4.28219568530001,0.802
"45","ENSG00000003989.18",3.22421652976918,0.305
"46","ENSG00000004059.11",3.50428846208397,0.106
"47","ENSG00000004139.14",3.38786073115211,0.615
"48","ENSG00000004142.12",3.40619253729252,0.622
"49","ENSG00000004399.13",3.32638461236026,0.517
"50","ENSG00000004455.17",2.96273886772844,0.208
"51","ENSG00000004468.13",4.88305713409941,0.303
"52","ENSG00000004478.8",3.02682998615702,0.021
"53","ENSG00000004487.18",3.10735142494475,0.045
"54","ENSG00000004534.15",3.28174615642801,0.242
"55","ENSG00000004660.15",4.61722029454704,0.703
"56","ENSG00000004700.16",3.26323497790396,0.571
"57","ENSG00000004766.17",2.75616605966761,0.083
"58","ENSG00000004776.13",3.6870873538722,0.104
"59","ENSG00000004777.19",4.69245937894216,0.808
"60","ENSG00000004779.10",3.37851182016263,0.036
"61","ENSG00000004799.8",4.32563902198561,0.917
"62","ENSG00000004838.14",3.1358247315721,0.217
"63","ENSG00000004846.17",4.53210221958813,0.433
"64","ENSG00000004848.8",4.58213018839241,0.573
"65","ENSG00000004864.14",2.84606718016669,0.111
"66","ENSG00000004866.22",3.35369839739738,0.647
"67","ENSG00000004897.12",3.21208343656294,0.483
"68","ENSG00000004939.16",5.10593690965161,0.908
"69","ENSG00000004948.16",4.16724971573983,0.219
"70","ENSG00000004961.15",3.3497628476991,0.16
"71","ENSG00000004975.12",3.41512329271791,0.784
"72","ENSG00000005001.10",4.44024209914142,0.697
"73","ENSG00000005007.13",2.84769474800396,0.181
"74","ENSG00000005020.13",3.28985052487467,0.43
"75","ENSG00000005022.6",3.35998324122602,0.435
"76","ENSG00000005059.16",3.46638580624075,0.949
"77","ENSG00000005073.6",5.26551528783859,0.794
"78","ENSG00000005100.13",3.41807523283146,0.672
"79","ENSG00000005102.14",4.73996369215609,0.843
"80","ENSG00000005108.17",5.89249910303536,0.87
"81","ENSG00000005156.12",3.29380672960052,0.472
"82","ENSG00000005175.10",3.23171794270607,0.284
"83","ENSG00000005187.12",4.64032296772978,0.646
"84","ENSG00000005189.20",4.34050822643041,0.885
"85","ENSG00000005194.15",3.3553540410803,0.036
"86","ENSG00000005206.17",3.40661462321979,0.965
"87","ENSG00000005238.20",3.63735108623162,0.729
"88","ENSG00000005243.10",3.59788217447911,0.208
"89","ENSG00000005249.13",4.43362899059842,0.859
"90","ENSG00000005302.19",3.4915617248835,0.767
"91","ENSG00000005339.15",3.06781051424899,0.114
"92","ENSG00000005379.17",4.49729165550512,0.979
"93","ENSG00000005381.8",5.18,0.871
"94","ENSG00000005421.9",4.89608425917842,0.503
"95","ENSG00000005436.14",2.85973838374912,0.075
"96","ENSG00000005448.17",3.50840389447745,0.888
"97","ENSG00000005469.12",3.47277730338768,0.792
"98","ENSG00000005471.19",4.5773947161685,0.795
"99","ENSG00000005483.22",2.99546477956297,0.316
"100","ENSG00000005486.17",3.51222098412343,0.67
"101","ENSG00000005513.10",5.12011671260094,0.857
"102","ENSG00000005700.15",3.13143196049645,0.358
"103","ENSG00000005801.18",3.20369831626287,0.15
"104","ENSG00000005810.19",2.88658160647569,0.275
"105","ENSG00000005812.11",2.86632999830346,0.005
"106","ENSG00000005844.19",3.89029024201826,0.673
"107","ENSG00000005882.12",2.77887233475425,0.203
"108","ENSG00000005884.18",3.00351844284956,0.58
"109","ENSG00000005889.16",3.16138919639645,0.45
"110","ENSG00000005893.16",3.02757400746151,0.492
"111","ENSG00000005961.19",4.57128995973786,0.865
"112","ENSG00000005981.13",4.59182254038948,0.809
"113","ENSG00000006007.12",3.40349059257941,0.18
"114","ENSG00000006015.18",3.39319636672272,0.83
"115","ENSG00000006016.12",3.19529278410613,0.48
"116","ENSG00000006025.12",3.89170459789445,0.95
"117","ENSG00000006042.12",3.54970422954358,0.571
"118","ENSG00000006047.13",4.04436195088059,0.159
"119","ENSG00000006062.18",2.92362939613714,0.204
"120","ENSG00000006071.16",4.71148138376987,0.999
"121","ENSG00000006118.15",3.19145608273572,0.607
"122","ENSG00000006125.18",3.39317568476991,0.379
"123","ENSG00000006128.12",4.88,0.496
"124","ENSG00000006194.10",3.21130020111109,0.468
"125","ENSG00000006210.7",4.90603904255157,0.788
"126","ENSG00000006282.21",3.12785476133813,0.488
"127","ENSG00000006283.18",3.1227169541344,0.622
"128","ENSG00000006327.14",3.24965098238004,0.474
"129","ENSG00000006377.11",4.66953839099084,0.775
"130","ENSG00000006432.16",4.34580196715587,0.68
"131","ENSG00000006451.8",3.19893268648355,0.177
"132","ENSG00000006453.14",3.34580020796937,0.632
"133","ENSG00000006459.11",4.13930864781833,0.981
"134","ENSG00000006468.14",4.83460822309127,0.971
"135","ENSG00000006530.18",3.08596243116963,0.385
"136","ENSG00000006534.17",3.55331571023843,0.65
"137","ENSG00000006555.11",4.17063320690566,0.771
"138","ENSG00000006576.16",3.47295211227473,0.974
"139","ENSG00000006606.9",4.42380400606202,0.264
"140","ENSG00000006607.14",3.30167827715519,0.605
"141","ENSG00000006611.17",4.14632025475222,0.799
"142","ENSG00000006625.18",3.39402235846186,0.785
"143","ENSG00000006634.8",4.02405259044485,0.892
"144","ENSG00000006638.13",4.09235142037024,0.567
"145","ENSG00000006652.15",3.06119391667628,0.47
"146","ENSG00000006695.12",3.26069038804299,0.175
"147","ENSG00000006704.11",3.39951222854436,0.722
"148","ENSG00000006712.15",3.28725521987141,0.242
"149","ENSG00000006715.16",2.82718931210732,0.212
"150","ENSG00000006740.18",3.05374414101689,0.184
"151","ENSG00000006744.19",3.74496023252472,0.324
"152","ENSG00000006747.15",4.18025441834746,0.636
"153","ENSG00000006756.16",4.0578990591518,0.461
"154","ENSG00000006757.12",2.95042930720491,0.249
"155","ENSG00000006788.14",3.6497889605037,0.092
"156","ENSG00000006831.10",3.14463649486826,0.173
"157","ENSG00000006837.12",2.77327715310123,0.018
"158","ENSG00000007038.11",3.30948266962671,0.636
"159","ENSG00000007047.16",2.37153616870162,0.005
"160","ENSG00000007062.12",4.81932199348885,0.619
"161","ENSG00000007080.11",3.13797963729004,0.465
"162","ENSG00000007129.18",4.757069786651,0.42
"163","ENSG00000007168.14",3.57953195279329,0.437
"164","ENSG00000007171.18",6.47066032061939,0.784
"165","ENSG00000007174.18",3.65347799144657,0.404
"166","ENSG00000007202.15",3.45247245943358,0.475
"167","ENSG00000007216.16",3.73382945375144,0.222
"168","ENSG00000007237.19",4.22259972892303,0.863
"169","ENSG00000007255.10",3.23532034483747,0.144
"170","ENSG00000007264.15",2.88418614781821,0.149
"171","ENSG00000007306.15",5.06,0.718
"172","ENSG00000007312.13",4.82657916277583,0.875
"173","ENSG00000007314.12",4.9983919895128,0.949
"174","ENSG00000007341.19",2.86386694694119,0.07
"175","ENSG00000007350.17",4.50462588239601,0.609
"176","ENSG00000007372.25",4.42015914370752,0.957
"177","ENSG00000007376.8",2.76480815522821,0.103
"178","ENSG00000007384.15",3.81945318931667,0.986
"179","ENSG00000007392.17",3.20521590836785,0.442
"180","ENSG00000007402.12",5.0264010051157,0.371
"181","ENSG00000007516.14",4.58815845477141,0.941
"182","ENSG00000007520.4",3.06054818847039,0.353
"183","ENSG00000007541.17",3.6660984859341,0.61
"184","ENSG00000007545.16",3.21441327430189,0.248
"185","ENSG00000007908.16",5.66031553564024,0.857
"186","ENSG00000007923.17",3.19418534286665,0.174
"187","ENSG00000007933.13",2.59463331517,0.124
"188","ENSG00000007944.15",3.00570909324247,0.401
"189","ENSG00000007952.18",3.26834830503917,0.282
"190","ENSG00000007968.7",4.04637353906923,0.535
"191","ENSG00000008018.9",3.09187705639573,0.03
"192","ENSG00000008056.14",3.488066567057,0.38
"193","ENSG00000008083.14",3.10723587835244,0.358
"194","ENSG00000008086.13",3.58483200856698,0.913
"195","ENSG00000008118.10",5.50814331826369,0.998
"196","ENSG00000008128.23",3.17068930259855,0.393
"197","ENSG00000008130.15",3.24687449519159,0.158
"198","ENSG00000008226.20",6.33210784125241,0.99
"199","ENSG00000008256.16",3.22433448564618,0.572
"200","ENSG00000008277.15",3.23335340907885,0.64
"201","ENSG00000008282.9",3.17692631556531,0.332
"202","ENSG00000008283.16",2.50801323535322,0.015
"203","ENSG00000008294.22",3.17519208702263,0.647
"204","ENSG00000008300.17",2.94002719078167,0.196
"205","ENSG00000008311.16",3.84732898278337,0.5
"206","ENSG00000008323.16",3.8817162094551,0.281
"207","ENSG00000008324.12",3.35927513020166,0.486
"208","ENSG00000008382.16",2.97279850154798,0.066
"209","ENSG00000008394.13",2.92638348952819,0.038
"210","ENSG00000008405.12",3.87424846654695,0.861
"211","ENSG00000008438.5",4.39423422922048,0.596
"212","ENSG00000008441.19",3.36255539801947,0.512
"213","ENSG00000008513.16",4.07641021050701,0.873
"214","ENSG00000008516.18",4.81264209524481,0.884
"215","ENSG00000008517.19",3.50439999020162,0.751
"216","ENSG00000008710.20",3.00720720337346,0.265
"217","ENSG00000008735.14",2.71920276189781,0.108
"218","ENSG00000008838.21",3.08301419231862,0.515
"219","ENSG00000008853.18",4.05346157565948,0.98
"220","ENSG00000008869.12",3.44981620042311,0.438
"221","ENSG00000008952.17",2.73829955221926,0.015
"222","ENSG00000008988.11",3.42643454429145,0.373
"223","ENSG00000009307.17",3.03379569904281,0.106
"224","ENSG00000009335.18",3.35798882683556,0.383
"225","ENSG00000009413.16",3.29607727144079,0.908
"226","ENSG00000009694.13",2.70063276974097,0.084
"227","ENSG00000009709.12",4.83212736554451,0.638
"228","ENSG00000009724.17",1.71970523324068,0.002
"229","ENSG00000009765.15",4.54751112136234,0.756
"230","ENSG00000009780.16",3.86269671532175,0.923
"231","ENSG00000009790.15",3.57387982142903,0.116
"232","ENSG00000009830.13",3.08648870628854,0.611
"233","ENSG00000009844.16",2.97921782482248,0.014
"234","ENSG00000009950.16",3.43519793287409,0.865
"235","ENSG00000009954.11",2.74039965943788,0.063
"236","ENSG00000010017.13",3.19869908109331,0.512
"237","ENSG00000010030.14",5.41125314557482,1
"238","ENSG00000010072.16",3.58293225343334,0.799
"239","ENSG00000010165.20",3.21282380182273,0.274
"240","ENSG00000010219.14",3.06281795594945,0.319
"241","ENSG00000010244.19",2.81728043375795,0.024
"242","ENSG00000010256.11",3.5706496837777,0.776
"243","ENSG00000010270.14",3.00078157320961,0.364
"244","ENSG00000010278.15",3.43374491821936,0.719
"245","ENSG00000010282.15",5.00363929136149,0.673
"246","ENSG00000010292.13",3.37778998251764,0.296
"247","ENSG00000010295.20",3.72628590048159,0.196
"248","ENSG00000010310.9",5.12645157749321,1.001
"249","ENSG00000010318.22",3.26159693340279,0.612
"250","ENSG00000010319.7",4.78441921509724,0.98
"251","ENSG00000010322.16",3.34905800945443,0.411
"252","ENSG00000010327.10",4.593429824805,0.537
"253","ENSG00000010361.14",3.86596349549059,0.799
"254","ENSG00000010379.16",3.2031708924736,0.153
"255","ENSG00000010404.18",3.53608199542345,0.893
"256","ENSG00000010438.17",3.67559569623744,0.06
"257","ENSG00000010539.12",2.95103724659649,0.092
"258","ENSG00000010610.10",2.95933937832323,0.091
"259","ENSG00000010626.15",2.99734579925867,0.226
"260","ENSG00000010671.17",4.06629664572778,0.258
"261","ENSG00000010704.19",3.19990718237628,0.554
"262","ENSG00000010803.16",2.98578209531819,0.45
"263","ENSG00000010810.17",3.36434644062623,0.716
"264","ENSG00000010818.10",3.10331390876135,0.301
"265","ENSG00000010932.17",5.06105224791401,0.829
"266","ENSG00000011007.13",5.31161295559114,0.884
"267","ENSG00000011009.11",3.11608437375093,0.779
"268","ENSG00000011021.23",3.23546209439918,0.54
"269","ENSG00000011028.14",3.01177647187779,0.264
"270","ENSG00000011052.21",2.9285215776466,0.17
"271","ENSG00000011083.9",5.38996055786546,0.861
"272","ENSG00000011105.14",3.28073513622891,0.344
"273","ENSG00000011114.15",3.55095817435318,0.829
"274","ENSG00000011132.12",2.95632708510917,0.097
"275","ENSG00000011143.19",3.62071436388198,0.581
"276","ENSG00000011198.10",3.47448973908736,0.799
"277","ENSG00000011201.12",3.47162887946662,0.728
"278","ENSG00000011243.19",2.93970822469525,0.253
"279","ENSG00000011258.16",2.85867608393715,0.219
"280","ENSG00000011260.14",3.16047173201492,0.123
"281","ENSG00000011275.19",3.74658295349316,0.746
"282","ENSG00000011295.16",3.27797894225032,0.071
"283","ENSG00000011304.22",2.8144554065839,0.16
"284","ENSG00000011332.22",4.08176003033641,0.894
"285","ENSG00000011347.10",3.10925703231388,0.235
"286","ENSG00000011376.12",2.97249891293606,0.452
"287","ENSG00000011405.14",3.10764465488576,0.38
"288","ENSG00000011422.12",2.80447389393358,0.152
"289","ENSG00000011426.11",3.47637545693721,0.295
"290","ENSG00000011451.21",2.83000720593109,0.326
"291","ENSG00000011454.18",2.89360162605257,0.334
"292","ENSG00000011465.18",4.58058969127511,0.913
"293","ENSG00000011478.13",3.04416386669359,0.227
"294","ENSG00000011485.15",3.66652930173715,0.964
"295","ENSG00000011523.14",3.56345103791725,0.688
"296","ENSG00000011566.15",3.2697285500147,0.523
"297","ENSG00000011590.14",5.17369604404889,0.872
"298","ENSG00000011600.12",4.81784216114921,0.718
"299","ENSG00000011638.11",3.07668469883874,0.21
"300","ENSG00000011677.13",3.25523670381242,0.83
"301","ENSG00000012048.23",3.57340967574702,0.804
"302","ENSG00000012061.16",3.57739892836126,0.747
"303","ENSG00000012124.17",4.4485246729959,1.001
"304","ENSG00000012171.20",2.92772926371068,0.175
"305","ENSG00000012174.12",2.7184242181036,0.055
"306","ENSG00000012211.13",3.10687660175756,0.296
"307","ENSG00000012223.13",6.13639509294407,0.824
"308","ENSG00000012232.9",4.20406105075843,0.543
"309","ENSG00000012504.15",4.30417927545945,0.203
"310","ENSG00000012660.14",3.21282581593637,0.355
"311","ENSG00000012779.12",4.94109923952242,0.778
"312","ENSG00000012822.16",3.55637644094342,0.64
"313","ENSG00000012963.15",3.82698729724828,0.838
"314","ENSG00000012983.12",3.59309997945901,0.725
"315","ENSG00000013016.16",4.2249497252105,0.304
"316","ENSG00000013275.8",2.56572765403951,0.048
"317","ENSG00000013288.9",3.15557436585523,0.205
"318","ENSG00000013293.6",4.59938810754275,0.946
"319","ENSG00000013297.12",4.88242508261946,0.976
"320","ENSG00000013306.16",3.47966405873117,0.722
"321","ENSG00000013364.19",3.30645084934698,0.493
"322","ENSG00000013374.17",3.27858303474923,0.591
"323","ENSG00000013375.16",3.22371943826975,0.531
"324","ENSG00000013392.8",3.49072450266151,0.336
"325","ENSG00000013441.17",3.23395633040187,0.776
"326","ENSG00000013503.10",3.43810067649281,0.869
"327","ENSG00000013523.11",4.05113376742228,0.861
"328","ENSG00000013561.18",3.42359289557138,0.401
"329","ENSG00000013563.14",3.11422039066582,0.565
"330","ENSG00000013573.17",3.69630911786065,0.912
"331","ENSG00000013583.10",3.17072431293913,0.24
"332","ENSG00000013588.9",4.03235936500389,0.564
"333","ENSG00000013619.15",4.16511239686312,0.949
"334","ENSG00000013725.14",3.89252497505633,0.075
"335","ENSG00000013810.21",3.55563215936676,0.55
"336","ENSG00000014123.10",3.15085661064599,0.446
"337","ENSG00000014138.9",4.09719330353355,0.914
"338","ENSG00000014164.7",3.42918229334597,0.659
"339","ENSG00000014216.16",2.7831899341986,0.147
"340","ENSG00000014257.16",4.26335512337451,0.784
"341","ENSG00000014641.21",3.58223574341023,0.607
"342","ENSG00000014824.14",3.50583665552708,0.421
"343","ENSG00000014914.21",3.93169571074063,0.886
"344","ENSG00000014919.13",3.28342707917878,0.292
"345","ENSG00000015133.20",3.55703997033559,0.694
"346","ENSG00000015153.15",2.28284501470497,0.008
"347","ENSG00000015171.20",2.89487150275337,0.113
"348","ENSG00000015285.11",4.25295252697028,0.232
"349","ENSG00000015413.10",4.41127656339735,0.702
"350","ENSG00000015475.19",3.76990278098571,0.769
"351","ENSG00000015479.20",3.50952040865451,0.387
"352","ENSG00000015520.15",3.54564638662434,0.102
"353","ENSG00000015532.10",3.34403289583265,0.514
"354","ENSG00000015568.13",3.14096090696038,0.271
"355","ENSG00000015592.17",5.37697991694975,0.929
"356","ENSG00000015676.18",3.22749396249599,0.434
"357","ENSG00000016082.15",4.22187064403733,0.996
"358","ENSG00000016391.11",3.57950853686545,0.63
"359","ENSG00000016402.14",5.63109566244442,0.936
"360","ENSG00000016864.19",2.92866139929386,0.269
"361","ENSG00000017260.20",3.28542963814864,0.187
"362","ENSG00000017427.17",3.67707120276975,0.357
"363","ENSG00000017483.16",2.91938390603328,0.317
"364","ENSG00000017797.13",2.61709891194111,0.044
"365","ENSG00000018189.13",3.40063905380746,0.774
"366","ENSG00000018236.15",4.52236185257852,0.388
"367","ENSG00000018280.17",2.60157227001258,0.034
"368","ENSG00000018408.15",3.42029415504224,0.698
"369","ENSG00000018510.18",1.80238087781947,0.001
"370","ENSG00000018607.8",2.81001947984579,0.008
"371","ENSG00000018610.15",3.09399428131106,0.127
"372","ENSG00000018625.15",5.3647007573998,0.919
"373","ENSG00000018699.13",3.30860191405391,0.381
"374","ENSG00000018869.18",5.28,1.001
"375","ENSG00000019102.12",4.88966026925757,0.942
"376","ENSG00000019144.20",3.35250940415538,0.72
"377","ENSG00000019186.10",5.40563782828078,0.997
"378","ENSG00000019485.14",2.72205915024415,0.146
"379","ENSG00000019505.8",3.90603847537224,0.687
"380","ENSG00000019549.13",4.58020177892147,1.001
"381","ENSG00000019582.17",5.0592541652883,0.79
"382","ENSG00000019991.18",4.27663551736956,0.835
"383","ENSG00000019995.6",2.85139787108829,0.134
"384","ENSG00000020129.16",3.03914477068505,0.297
"385","ENSG00000020181.18",5.12734784994599,0.803
"386","ENSG00000020219.9",4.98368858570525,0.572
"387","ENSG00000020256.20",3.97030594244014,0.877
"388","ENSG00000020426.11",2.61956225420294,0.045
"389","ENSG00000020577.14",4.64349955396732,0.883
"390","ENSG00000020633.19",4.10486228073186,0.085
"391","ENSG00000020922.13",3.04480672313045,0.559
"392","ENSG00000021300.14",3.0891710159437,0.308
"393","ENSG00000021355.13",3.10914336554522,0.312
"394","ENSG00000021461.18",5.03428887443763,0.934
"395","ENSG00000021488.13",4.41475053541241,0.402
"396","ENSG00000021574.13",2.51680954651732,0.027
"397","ENSG00000021645.20",4.55079717844602,0.951
"398","ENSG00000021762.20",2.97069247498666,0.233
"399","ENSG00000021776.11",3.21692438660488,0.355
"400","ENSG00000021826.18",3.74027312811268,0.7
"401","ENSG00000022267.19",4.41392507926163,0.808
"402","ENSG00000022277.13",3.52743477874934,0.381
"403","ENSG00000022355.18",4.56993860929602,0.336
"404","ENSG00000022556.16",4.41671610732972,0.522
"405","ENSG00000022567.10",2.98045253270803,0.297
"406","ENSG00000022840.17",3.0134108669207,0.01
"407","ENSG00000022976.16",3.65646849692208,0.915
"408","ENSG00000023041.12",2.95402854623338,0.151
"409","ENSG00000023171.20",3.34363936919091,0.347
"410","ENSG00000023191.17",3.16626333515239,0.453
"411","ENSG00000023228.14",3.36623480493724,0.136
"412","ENSG00000023287.13",2.53305811418529,0.01
"413","ENSG00000023318.9",3.03534705984095,0.099
"414","ENSG00000023330.15",2.78268690709737,0.034
"415","ENSG00000023445.16",4.43662941417281,0.863
"416","ENSG00000023516.9",3.65994977050255,0.86
"417","ENSG00000023572.10",2.74029634133516,0.055
"418","ENSG00000023608.5",4.52848869667271,0.842
"419","ENSG00000023697.13",3.06986943354119,0.443
"420","ENSG00000023734.11",3.38996236145922,0.063
"421","ENSG00000023839.12",3.86530817755686,0.797
"422","ENSG00000023892.11",3.8348360727535,0.565
"423","ENSG00000023902.14",2.73309701120021,0.043
"424","ENSG00000023909.10",3.68137301290117,0.81
"425","ENSG00000024048.11",4.40436420286866,0.74
"426","ENSG00000024422.12",2.89436208667377,0.041
"427","ENSG00000024526.17",4.18583791015043,0.45
"428","ENSG00000025039.15",3.47354297400326,0.047
"429","ENSG00000025156.13",3.22980525708537,0.604
"430","ENSG00000025293.17",3.48107890979943,0.685
"431","ENSG00000025423.11",3.5098882702673,0.561
"432","ENSG00000025434.19",2.84696817377005,0.228
"433","ENSG00000025708.14",3.09541426789745,0.222
"434","ENSG00000025770.19",3.48133414988352,0.814
"435","ENSG00000025772.8",3.04689918522245,0.17
"436","ENSG00000025796.14",3.70020660065644,0.536
"437","ENSG00000025800.14",3.50458997576765,0.604
"438","ENSG00000026025.16",3.1445259681027,0.09
"439","ENSG00000026036.22",3.61643595776789,0.927
"440","ENSG00000026103.23",4.05174343894671,0.95
"441","ENSG00000026297.17",3.99178714847292,0.734
"442","ENSG00000026508.21",3.35382500003952,0.485
"443","ENSG00000026559.14",2.98687701767079,0.147
"444","ENSG00000026652.15",3.3213558984084,0.473
"445","ENSG00000026751.17",4.21946646618604,0.851
"446","ENSG00000026950.17",3.23987319658141,0.388
"447","ENSG00000027001.10",3.53943683348813,0.35
"448","ENSG00000027075.17",5.05235370210712,0.971
"449","ENSG00000027644.5",4.13066510611626,0.8
"450","ENSG00000027697.15",3.50026196627177,0.225
"451","ENSG00000027847.14",3.12774048319944,0.178
"452","ENSG00000027869.12",3.02127942884127,0.164
"453","ENSG00000028116.18",3.50221048663935,0.689
"454","ENSG00000028137.19",4.61614892108635,0.981
"455","ENSG00000028203.19",3.33355452800378,0.854
"456","ENSG00000028277.22",3.45469944550561,0.09
"457","ENSG00000028310.18",3.47361580805526,0.504
"458","ENSG00000028528.15",3.28052014251498,0.109
"459","ENSG00000028839.10",3.50053832226331,0.82
"460","ENSG00000029153.15",3.66263352281086,0.957
"461","ENSG00000029363.17",2.96334716371251,0.065
"462","ENSG00000029364.12",3.12581821184944,0.045
"463","ENSG00000029534.21",3.40293070988996,0.662
"464","ENSG00000029559.7",5.06,0.704
"465","ENSG00000029639.11",3.30064200071687,0.59
"466","ENSG00000029725.17",2.86768899330342,0.017
"467","ENSG00000029993.15",2.87647634125705,0.177
"468","ENSG00000030066.13",3.14193716472992,0.468
"469","ENSG00000030110.14",3.0802510293216,0.129
"470","ENSG00000030304.15",4.19905754715965,0.473
"471","ENSG00000030419.17",4.02130785306775,0.942
"472","ENSG00000030582.18",3.23009512825037,0.829
"473","ENSG00000031003.11",3.00840913113544,0.202
"474","ENSG00000031691.7",3.4083815713062,0.675
"475","ENSG00000031698.13",3.33071333228197,0.401
"476","ENSG00000031823.14",2.89967128196451,0.17
"477","ENSG00000032219.19",2.63382512034777,0.09
"478","ENSG00000032389.13",3.49996457874519,0.332
"479","ENSG00000032444.17",2.44243084031933,0.02
"480","ENSG00000032742.18",3.54864924470653,0.941
"481","ENSG00000033011.14",3.71538602969725,0.81
"482","ENSG00000033030.15",3.88708849467807,0.978
"483","ENSG00000033050.9",2.84164932110605,0.15
"484","ENSG00000033100.17",5.20239705444398,0.753
"485","ENSG00000033122.21",3.98369527358588,0.854
"486","ENSG00000033170.17",3.33826617176416,0.607
"487","ENSG00000033178.13",3.30681437453868,0.726
"488","ENSG00000033327.13",3.50274685652507,0.726
"489","ENSG00000033627.17",3.14209609988089,0.242
"490","ENSG00000033800.14",3.39667172627573,0.688
"491","ENSG00000033867.17",3.01043069356167,0.296
"492","ENSG00000034053.15",5.32627392014601,0.861
"493","ENSG00000034152.19",4.80090621084232,0.893
"494","ENSG00000034239.11",3.72162673392615,0.187
"495","ENSG00000034510.6",3.5805674703147,0.128
"496","ENSG00000034533.12",3.3671591433591,0.226
"497","ENSG00000034677.13",4.24295803185318,0.982
"498","ENSG00000034693.15",3.13754716670307,0.531
"499","ENSG00000034713.8",3.57124811476569,0.258
"500","ENSG00000034971.17",5.45814731739709,0.833
"501","ENSG00000035115.22",3.37278545375324,0.347
"502","ENSG00000035141.8",2.74147011743949,0.078
"503","ENSG00000035403.18",3.28145979891605,0.322
"504","ENSG00000035499.13",4.10062881898667,0.649
"505","ENSG00000035664.11",3.87404107543135,0.567
"506","ENSG00000035681.9",3.25239067593666,0.497
"507","ENSG00000035687.10",3.00889256378885,0.206
"508","ENSG00000035720.8",3.90308957018425,0.151
"509","ENSG00000035862.12",3.0850323426558,0.319
"510","ENSG00000035928.17",3.43479180601558,0.106
"511","ENSG00000036054.13",3.06548691022496,0.48
"512","ENSG00000036257.14",2.75993295720315,0.056
"513","ENSG00000036448.10",3.13498319067903,0.103
"514","ENSG00000036530.9",3.04305194375503,0.126
"515","ENSG00000036549.13",2.99017510253315,0.276
"516","ENSG00000036565.15",5.19082668801032,0.808
"517","ENSG00000036672.16",4.2352638598857,0.864
"518","ENSG00000037042.9",3.4423340611967,0.831
"519","ENSG00000037241.7",3.38089663321749,0.826
"520","ENSG00000037280.16",4.04450325651885,0.813
"521","ENSG00000037474.15",2.93555368586082,0.136
"522","ENSG00000037637.11",3.29642946529082,0.533
"523","ENSG00000037749.13",3.23589358264186,0.266
"524","ENSG00000037757.14",3.49510606454407,0.728
"525","ENSG00000037897.17",3.11920246454716,0.391
"526","ENSG00000037965.6",3.09930611118847,0.403
"527","ENSG00000038002.9",3.07901530762598,0.757
"528","ENSG00000038210.14",3.23089547058483,0.47
"529","ENSG00000038219.13",3.21206010402347,0.327
"530","ENSG00000038274.17",3.10944393827056,0.262
"531","ENSG00000038295.8",3.42879421223184,0.756
"532","ENSG00000038358.15",3.29515170125437,0.766
"533","ENSG00000038382.21",4.06301903963486,0.475
"534","ENSG00000038427.16",4.59251362746604,0.89
"535","ENSG00000038532.16",3.76490986621754,0.959
"536","ENSG00000038945.15",4.3381588322009,0.751
"537","ENSG00000039068.20",4.62551513513452,0.74
"538","ENSG00000039123.16",2.83710127114762,0.203
